Date_Time,YSI,MA1,MA2,MA3,MA4,MA6,MA7,MA8,MA9,MA10,MA11,MA12,MH1,MH2,MH3,MH4,MH5,MH6,MH7,MH8,MH9,MH10,MH11,MH12,MCAP-SOURCE,PA1,PA2,PA3,PA4,PA5,PA6,PA7,PA8,PA9,PA10,PA11,PA12,PH1,PH2,PH3,PH4,PH5,PH6,PH7,PH8,PH9,PH10,PH11,PH12,PCOM-SOURCE
7/5/2023 3:01,24.063,23.875,23.875,24,23.5,24,23.75,23.625,23.875,23.875,24,23.875,23.875,24.125,23.75,23.75,23.875,23.625,23.875,23.75,23.875,23.75,23.75,23.875,23.875,23.625,23.875,23.75,23.875,23.875,23.875,23.75,23.75,23.875,23.625,23.75,24,23.75,23.875,23.875,23.875,23.625,24.25,23.875,23.75,23.75,24,23.625,23.75,23.625
7/5/2023 3:31,23.987,23.75,23.875,23.875,23.375,24,23.625,23.625,23.875,23.75,23.875,23.75,23.875,24,23.75,23.625,23.875,23.5,23.75,23.625,23.75,23.75,23.625,23.875,23.75,23.625,23.875,23.75,23.875,23.875,23.875,23.75,23.625,23.75,23.5,23.75,23.875,23.625,23.75,23.75,23.75,23.625,24.125,23.875,23.75,23.75,23.875,23.5,23.625,23.5
7/5/2023 4:01,23.928,23.75,23.75,23.875,23.375,23.875,23.625,23.5,23.75,23.625,23.875,23.75,23.75,23.875,23.625,23.625,23.75,23.5,23.75,23.625,23.75,23.625,23.625,23.75,23.625,23.5,23.75,23.625,23.75,23.75,23.75,23.625,23.625,23.75,23.5,23.625,23.875,23.625,23.75,23.75,23.75,23.5,24.125,23.75,23.625,23.625,23.75,23.5,23.625,23.375
7/5/2023 4:31,23.82,23.625,23.625,23.75,23.25,23.75,23.5,23.375,23.75,23.625,23.75,23.625,23.625,23.875,23.5,23.5,23.625,23.375,23.625,23.5,23.625,23.625,23.5,23.75,23.625,23.5,23.625,23.625,23.75,23.625,23.625,23.5,23.5,23.625,23.375,23.625,23.75,23.5,23.625,23.625,23.625,23.5,24,23.625,23.625,23.625,23.75,23.375,23.5,23.375
7/5/2023 5:01,23.77,23.5,23.625,23.625,23.125,23.75,23.375,23.375,23.625,23.5,23.75,23.625,23.625,23.75,23.5,23.375,23.625,23.375,23.625,23.5,23.5,23.5,23.5,23.625,23.5,23.375,23.625,23.5,23.625,23.625,23.625,23.5,23.5,23.625,23.375,23.5,23.75,23.375,23.5,23.5,23.5,23.375,23.875,23.625,23.5,23.5,23.625,23.375,23.375,23.25
7/5/2023 5:31,23.693,23.5,23.5,23.625,23.125,23.625,23.375,23.375,23.625,23.375,23.625,23.5,23.5,23.75,23.375,23.375,23.5,23.25,23.5,23.375,23.5,23.375,23.375,23.5,23.5,23.25,23.5,23.5,23.5,23.5,23.5,23.375,23.375,23.5,23.25,23.375,23.625,23.375,23.5,23.5,23.5,23.375,23.875,23.5,23.375,23.375,23.625,23.25,23.375,23.25
7/5/2023 6:01,23.647,23.5,23.5,23.5,23,23.625,23.25,23.25,23.5,23.375,23.625,23.5,23.5,23.625,23.375,23.25,23.5,23.25,23.5,23.375,23.375,23.375,23.375,23.5,23.375,23.25,23.5,23.375,23.5,23.5,23.5,23.375,23.375,23.5,23.25,23.375,23.625,23.25,23.375,23.375,23.375,23.25,23.75,23.5,23.375,23.375,23.5,23.25,23.25,23.125
7/5/2023 6:31,23.571,23.375,23.375,23.5,23,23.5,23.25,23.125,23.5,23.25,23.5,23.375,23.375,23.625,23.25,23.25,23.375,23.125,23.375,23.25,23.375,23.25,23.25,23.375,23.375,23.25,23.375,23.375,23.375,23.375,23.375,23.25,23.25,23.375,23.125,23.25,23.5,23.25,23.375,23.375,23.375,23.25,23.75,23.375,23.25,23.25,23.5,23.125,23.25,23.125
7/5/2023 7:01,23.53,23.375,23.375,23.375,22.875,23.5,23.125,23.125,23.375,23.25,23.5,23.375,23.375,23.5,23.25,23.125,23.375,23.125,23.375,23.25,23.375,23.25,23.25,23.375,23.25,23.125,23.375,23.25,23.375,23.375,23.375,23.25,23.25,23.375,23.125,23.25,23.5,23.125,23.375,23.25,23.25,23.125,23.625,23.375,23.25,23.25,23.375,23.125,23.125,23
7/5/2023 7:31,23.507,23.375,23.375,23.375,22.875,23.5,23.125,23.125,23.375,23.25,23.375,23.375,23.375,23.5,23.25,23.125,23.375,23,23.375,23.125,23.25,23.25,23.25,23.375,23.25,23.125,23.375,23.25,23.375,23.375,23.375,23.25,23.25,23.375,23.125,23.25,23.375,23.125,23.25,23.25,23.25,23.125,23.625,23.375,23.25,23.25,23.375,23,23.125,23
7/5/2023 8:01,23.53,23.375,23.375,23.375,22.875,23.5,23.125,23.125,23.375,23.25,23.5,23.375,23.375,23.5,23.25,23.125,23.375,23.125,23.375,23.125,23.25,23.25,23.25,23.375,23.25,23.125,23.375,23.25,23.375,23.5,23.375,23.25,23.375,23.375,23.125,23.25,23.5,23.25,23.375,23.25,23.25,23.25,23.625,23.375,23.25,23.25,23.375,23.125,23.125,23
