,Frag_ID,Genotype,Species,Treatment,Temperature,Week,FvFm,Day
1,M-1-2,1,Montipora,Control,Ambient,0,0.511,7
2,M-1-2,1,Montipora,Control,Ambient,1,0.516,15
3,M-1-2,1,Montipora,Control,Ambient,2,0.517,22
4,M-1-2,1,Montipora,Control,Ambient,3,0.517,28
5,M-1-2,1,Montipora,Control,Ambient,5,0.53,44
6,M-1-2,1,Montipora,Control,Ambient,6,0.511,52
7,M-1-2,1,Montipora,Control,Ambient,7,0.494,59
8,M-1-2,1,Montipora,Control,Ambient,8,0.506,66
9,M-1-2,1,Montipora,Control,Ambient,9,0.498,73
10,M-1-2,1,Montipora,Control,Ambient,10,0.503,80
11,M-1-7,1,Montipora,Inorganic,Ambient,0,0.506,7
12,M-1-7,1,Montipora,Inorganic,Ambient,1,0.507,15
13,M-1-7,1,Montipora,Inorganic,Ambient,2,0.548,22
14,M-1-7,1,Montipora,Inorganic,Ambient,3,0.509,28
15,M-1-7,1,Montipora,Inorganic,Ambient,5,0.497,44
16,M-1-7,1,Montipora,Inorganic,Ambient,6,0.493,52
17,M-1-7,1,Montipora,Inorganic,Ambient,7,0.482,59
18,M-1-7,1,Montipora,Inorganic,Ambient,8,0.548,66
19,M-1-7,1,Montipora,Inorganic,Ambient,9,0.509,73
20,M-1-7,1,Montipora,Inorganic,Ambient,10,0.517,80
21,M-1-12,1,Montipora,Guano,Ambient,0,0.512,7
22,M-1-12,1,Montipora,Guano,Ambient,1,0.519,15
23,M-1-12,1,Montipora,Guano,Ambient,2,0.527,22
24,M-1-12,1,Montipora,Guano,Ambient,3,0.498,28
25,M-1-12,1,Montipora,Guano,Ambient,5,0.528,44
26,M-1-12,1,Montipora,Guano,Ambient,6,0.516,52
27,M-1-12,1,Montipora,Guano,Ambient,7,0.495,59
28,M-1-12,1,Montipora,Guano,Ambient,8,0.515,66
29,M-1-12,1,Montipora,Guano,Ambient,9,0.507,73
30,M-1-12,1,Montipora,Guano,Ambient,10,0.509,80
31,M-1-17,1,Montipora,Effluent,Ambient,0,0.481,7
32,M-1-17,1,Montipora,Effluent,Ambient,1,0.507,15
33,M-1-17,1,Montipora,Effluent,Ambient,2,0.523,22
34,M-1-17,1,Montipora,Effluent,Ambient,3,0.517,28
35,M-1-17,1,Montipora,Effluent,Ambient,5,0.501,44
36,M-1-17,1,Montipora,Effluent,Ambient,6,0.527,52
37,M-1-17,1,Montipora,Effluent,Ambient,7,0.489,59
38,M-1-17,1,Montipora,Effluent,Ambient,8,0.509,66
39,M-1-17,1,Montipora,Effluent,Ambient,9,0.526,73
40,M-1-17,1,Montipora,Effluent,Ambient,10,0.524,80
41,M-1-22,1,Montipora,Control,Heated,0,0.509,7
42,M-1-22,1,Montipora,Control,Heated,1,0.497,15
43,M-1-22,1,Montipora,Control,Heated,2,0.517,22
44,M-1-22,1,Montipora,Control,Heated,3,0.503,28
45,M-1-22,1,Montipora,Control,Heated,5,0.48,44
46,M-1-22,1,Montipora,Control,Heated,6,0.433,52
47,M-1-22,1,Montipora,Control,Heated,7,0.415,59
48,M-1-22,1,Montipora,Control,Heated,8,0.43,66
49,M-1-22,1,Montipora,Control,Heated,9,0.459,73
50,M-1-22,1,Montipora,Control,Heated,10,0.504,80
51,M-1-23,1,Montipora,Inorganic,Heated,0,0.518,7
52,M-1-23,1,Montipora,Inorganic,Heated,1,0.519,15
53,M-1-23,1,Montipora,Inorganic,Heated,2,0.516,22
54,M-1-23,1,Montipora,Inorganic,Heated,3,0.504,28
55,M-1-23,1,Montipora,Inorganic,Heated,5,0.468,44
56,M-1-23,1,Montipora,Inorganic,Heated,6,0.437,52
57,M-1-23,1,Montipora,Inorganic,Heated,7,0.427,59
58,M-1-23,1,Montipora,Inorganic,Heated,8,0.454,66
59,M-1-23,1,Montipora,Inorganic,Heated,9,0.492,73
60,M-1-23,1,Montipora,Inorganic,Heated,10,0.518,80
61,M-1-24,1,Montipora,Guano,Heated,0,0.504,7
62,M-1-24,1,Montipora,Guano,Heated,1,0.526,15
63,M-1-24,1,Montipora,Guano,Heated,2,0.54,22
64,M-1-24,1,Montipora,Guano,Heated,3,0.554,28
65,M-1-24,1,Montipora,Guano,Heated,5,0.455,44
66,M-1-24,1,Montipora,Guano,Heated,6,0.375,52
67,M-1-24,1,Montipora,Guano,Heated,7,0.352,59
68,M-1-24,1,Montipora,Guano,Heated,8,0.315,66
69,M-1-24,1,Montipora,Guano,Heated,9,0.388,73
70,M-1-24,1,Montipora,Guano,Heated,10,0.408,80
71,M-1-25,1,Montipora,Effluent,Heated,0,0.514,7
72,M-1-25,1,Montipora,Effluent,Heated,1,0.533,15
73,M-1-25,1,Montipora,Effluent,Heated,2,0.524,22
74,M-1-25,1,Montipora,Effluent,Heated,3,0.493,28
75,M-1-25,1,Montipora,Effluent,Heated,6,0.459,52
76,M-1-25,1,Montipora,Effluent,Heated,7,0.447,59
77,M-1-25,1,Montipora,Effluent,Heated,8,0.522,66
78,M-1-25,1,Montipora,Effluent,Heated,9,0.481,73
79,M-1-25,1,Montipora,Effluent,Heated,10,0.503,80
80,M-2-2,2,Montipora,Control,Ambient,0,0.55,7
81,M-2-2,2,Montipora,Control,Ambient,1,0.55,15
82,M-2-2,2,Montipora,Control,Ambient,2,0.54,22
83,M-2-2,2,Montipora,Control,Ambient,3,0.423,28
84,M-2-2,2,Montipora,Control,Ambient,5,0.557,44
85,M-2-2,2,Montipora,Control,Ambient,6,0.552,52
86,M-2-2,2,Montipora,Control,Ambient,7,0.526,59
87,M-2-2,2,Montipora,Control,Ambient,8,0.552,66
88,M-2-2,2,Montipora,Control,Ambient,9,0.551,73
89,M-2-2,2,Montipora,Control,Ambient,10,0.537,80
90,M-2-7,2,Montipora,Inorganic,Ambient,0,0.549,7
91,M-2-7,2,Montipora,Inorganic,Ambient,1,0.552,15
92,M-2-7,2,Montipora,Inorganic,Ambient,2,0.574,22
93,M-2-7,2,Montipora,Inorganic,Ambient,3,0.478,28
94,M-2-7,2,Montipora,Inorganic,Ambient,5,0.51,44
95,M-2-7,2,Montipora,Inorganic,Ambient,6,0.535,52
96,M-2-7,2,Montipora,Inorganic,Ambient,7,0.496,59
97,M-2-7,2,Montipora,Inorganic,Ambient,8,0.575,66
98,M-2-7,2,Montipora,Inorganic,Ambient,9,0.538,73
99,M-2-7,2,Montipora,Inorganic,Ambient,10,0.528,80
100,M-2-12,2,Montipora,Guano,Ambient,0,0.549,7
101,M-2-12,2,Montipora,Guano,Ambient,1,0.551,15
102,M-2-12,2,Montipora,Guano,Ambient,2,0.561,22
103,M-2-12,2,Montipora,Guano,Ambient,3,0.553,28
104,M-2-12,2,Montipora,Guano,Ambient,5,0.535,44
105,M-2-12,2,Montipora,Guano,Ambient,6,0.545,52
106,M-2-12,2,Montipora,Guano,Ambient,7,0.509,59
107,M-2-12,2,Montipora,Guano,Ambient,8,0.535,66
108,M-2-12,2,Montipora,Guano,Ambient,9,0.537,73
109,M-2-12,2,Montipora,Guano,Ambient,10,0.524,80
110,M-2-17,2,Montipora,Effluent,Ambient,0,0.537,7
111,M-2-17,2,Montipora,Effluent,Ambient,1,0.55,15
112,M-2-17,2,Montipora,Effluent,Ambient,2,0.558,22
113,M-2-17,2,Montipora,Effluent,Ambient,3,0.551,28
114,M-2-17,2,Montipora,Effluent,Ambient,5,0.54,44
115,M-2-17,2,Montipora,Effluent,Ambient,6,0.555,52
116,M-2-17,2,Montipora,Effluent,Ambient,7,0.522,59
117,M-2-17,2,Montipora,Effluent,Ambient,8,0.551,66
118,M-2-17,2,Montipora,Effluent,Ambient,9,0.559,73
119,M-2-17,2,Montipora,Effluent,Ambient,10,0.551,80
120,M-2-22,2,Montipora,Control,Heated,0,0.569,7
121,M-2-22,2,Montipora,Control,Heated,1,0.561,15
122,M-2-22,2,Montipora,Control,Heated,2,0.552,22
123,M-2-22,2,Montipora,Control,Heated,3,0.558,28
124,M-2-22,2,Montipora,Control,Heated,5,0.481,44
125,M-2-22,2,Montipora,Control,Heated,6,0.424,52
126,M-2-22,2,Montipora,Control,Heated,7,0.375,59
127,M-2-22,2,Montipora,Control,Heated,8,0.41,66
128,M-2-22,2,Montipora,Control,Heated,9,0.406,73
129,M-2-22,2,Montipora,Control,Heated,10,0.443,80
130,M-2-23,2,Montipora,Inorganic,Heated,0,0.56,7
131,M-2-23,2,Montipora,Inorganic,Heated,1,0.559,15
132,M-2-23,2,Montipora,Inorganic,Heated,2,0.552,22
133,M-2-23,2,Montipora,Inorganic,Heated,3,0.549,28
134,M-2-23,2,Montipora,Inorganic,Heated,5,0.257,44
135,M-2-23,2,Montipora,Inorganic,Heated,6,0.321,52
136,M-2-23,2,Montipora,Inorganic,Heated,7,0.345,59
137,M-2-23,2,Montipora,Inorganic,Heated,8,0.345,66
138,M-2-23,2,Montipora,Inorganic,Heated,9,0.368,73
139,M-2-23,2,Montipora,Inorganic,Heated,10,0.387,80
140,M-2-24,2,Montipora,Guano,Heated,0,0.544,7
141,M-2-24,2,Montipora,Guano,Heated,1,0.543,15
142,M-2-24,2,Montipora,Guano,Heated,2,0.554,22
143,M-2-24,2,Montipora,Guano,Heated,3,0.574,28
144,M-2-24,2,Montipora,Guano,Heated,5,0.512,44
145,M-2-24,2,Montipora,Guano,Heated,6,0.429,52
146,M-2-24,2,Montipora,Guano,Heated,7,0.42,59
147,M-2-24,2,Montipora,Guano,Heated,8,0.407,66
148,M-2-24,2,Montipora,Guano,Heated,9,0.474,73
149,M-2-24,2,Montipora,Guano,Heated,10,0.455,80
150,M-2-25,2,Montipora,Effluent,Heated,0,0.56,7
151,M-2-25,2,Montipora,Effluent,Heated,1,0.551,15
152,M-2-25,2,Montipora,Effluent,Heated,2,0.556,22
153,M-2-25,2,Montipora,Effluent,Heated,3,0.558,28
154,M-2-25,2,Montipora,Effluent,Heated,6,0.394,52
155,M-2-25,2,Montipora,Effluent,Heated,7,0.375,59
156,M-2-25,2,Montipora,Effluent,Heated,8,0.553,66
157,M-2-25,2,Montipora,Effluent,Heated,9,0.408,73
158,M-2-25,2,Montipora,Effluent,Heated,10,0.43,80
159,M-3-2,3,Montipora,Control,Ambient,0,0.495,7
160,M-3-2,3,Montipora,Control,Ambient,1,0.481,15
161,M-3-2,3,Montipora,Control,Ambient,2,0.488,22
162,M-3-2,3,Montipora,Control,Ambient,3,0.47,28
163,M-3-2,3,Montipora,Control,Ambient,5,0.482,44
164,M-3-2,3,Montipora,Control,Ambient,6,0.486,52
165,M-3-2,3,Montipora,Control,Ambient,7,0.482,59
166,M-3-2,3,Montipora,Control,Ambient,8,0.475,66
167,M-3-2,3,Montipora,Control,Ambient,9,0.474,73
168,M-3-2,3,Montipora,Control,Ambient,10,0.484,80
169,M-3-7,3,Montipora,Inorganic,Ambient,0,0.485,7
170,M-3-7,3,Montipora,Inorganic,Ambient,1,0.484,15
171,M-3-7,3,Montipora,Inorganic,Ambient,2,0.522,22
172,M-3-7,3,Montipora,Inorganic,Ambient,3,0.549,28
173,M-3-7,3,Montipora,Inorganic,Ambient,5,0.48,44
174,M-3-7,3,Montipora,Inorganic,Ambient,6,0.476,52
175,M-3-7,3,Montipora,Inorganic,Ambient,7,0.462,59
176,M-3-7,3,Montipora,Inorganic,Ambient,8,0.521,66
177,M-3-7,3,Montipora,Inorganic,Ambient,9,0.48,73
178,M-3-7,3,Montipora,Inorganic,Ambient,10,0.489,80
179,M-3-12,3,Montipora,Guano,Ambient,0,0.496,7
180,M-3-12,3,Montipora,Guano,Ambient,1,0.499,15
181,M-3-12,3,Montipora,Guano,Ambient,2,0.517,22
182,M-3-12,3,Montipora,Guano,Ambient,3,0.511,28
183,M-3-12,3,Montipora,Guano,Ambient,5,0.511,44
184,M-3-12,3,Montipora,Guano,Ambient,6,0.518,52
185,M-3-12,3,Montipora,Guano,Ambient,7,0.496,59
186,M-3-12,3,Montipora,Guano,Ambient,8,0.52,66
187,M-3-12,3,Montipora,Guano,Ambient,9,0.522,73
188,M-3-12,3,Montipora,Guano,Ambient,10,0.513,80
189,M-3-17,3,Montipora,Effluent,Ambient,0,0.458,7
190,M-3-17,3,Montipora,Effluent,Ambient,1,0.486,15
191,M-3-17,3,Montipora,Effluent,Ambient,2,0.502,22
192,M-3-17,3,Montipora,Effluent,Ambient,3,0.485,28
193,M-3-17,3,Montipora,Effluent,Ambient,5,0.5,44
194,M-3-17,3,Montipora,Effluent,Ambient,6,0.516,52
195,M-3-17,3,Montipora,Effluent,Ambient,7,0.463,59
196,M-3-17,3,Montipora,Effluent,Ambient,8,0.49,66
197,M-3-17,3,Montipora,Effluent,Ambient,9,0.491,73
198,M-3-17,3,Montipora,Effluent,Ambient,10,0.5,80
199,M-3-22,3,Montipora,Control,Heated,0,0.505,7
200,M-3-22,3,Montipora,Control,Heated,1,0.497,15
201,M-3-22,3,Montipora,Control,Heated,2,0.501,22
202,M-3-22,3,Montipora,Control,Heated,3,0.495,28
203,M-3-22,3,Montipora,Control,Heated,5,0.401,44
204,M-3-22,3,Montipora,Control,Heated,6,0.366,52
205,M-3-22,3,Montipora,Control,Heated,7,0.39,59
206,M-3-22,3,Montipora,Control,Heated,8,0.402,66
207,M-3-22,3,Montipora,Control,Heated,9,0.429,73
208,M-3-22,3,Montipora,Control,Heated,10,0.465,80
209,M-3-23,3,Montipora,Inorganic,Heated,0,0.492,7
210,M-3-23,3,Montipora,Inorganic,Heated,1,0.491,15
211,M-3-23,3,Montipora,Inorganic,Heated,2,0.494,22
212,M-3-23,3,Montipora,Inorganic,Heated,3,0.484,28
213,M-3-23,3,Montipora,Inorganic,Heated,5,0.458,44
214,M-3-23,3,Montipora,Inorganic,Heated,6,0.455,52
215,M-3-23,3,Montipora,Inorganic,Heated,7,0.435,59
216,M-3-23,3,Montipora,Inorganic,Heated,8,0.459,66
217,M-3-23,3,Montipora,Inorganic,Heated,9,0.468,73
218,M-3-23,3,Montipora,Inorganic,Heated,10,0.484,80
219,M-3-24,3,Montipora,Guano,Heated,0,0.49,7
220,M-3-24,3,Montipora,Guano,Heated,1,0.497,15
221,M-3-24,3,Montipora,Guano,Heated,2,0.509,22
222,M-3-24,3,Montipora,Guano,Heated,3,0.517,28
223,M-3-24,3,Montipora,Guano,Heated,5,0.434,44
224,M-3-24,3,Montipora,Guano,Heated,6,0.26,52
225,M-3-24,3,Montipora,Guano,Heated,7,0.363,59
226,M-3-24,3,Montipora,Guano,Heated,8,0.407,66
227,M-3-24,3,Montipora,Guano,Heated,9,0.472,73
228,M-3-24,3,Montipora,Guano,Heated,10,0.502,80
229,M-3-25,3,Montipora,Effluent,Heated,0,0.516,7
230,M-3-25,3,Montipora,Effluent,Heated,1,0.501,15
231,M-3-25,3,Montipora,Effluent,Heated,2,0.5,22
232,M-3-25,3,Montipora,Effluent,Heated,3,0.5,28
233,M-3-25,3,Montipora,Effluent,Heated,6,0.463,52
234,M-3-25,3,Montipora,Effluent,Heated,7,0.452,59
235,M-3-25,3,Montipora,Effluent,Heated,8,0.499,66
236,M-3-25,3,Montipora,Effluent,Heated,9,0.474,73
237,M-3-25,3,Montipora,Effluent,Heated,10,0.479,80
238,M-4-2,4,Montipora,Control,Ambient,0,0.507,7
239,M-4-2,4,Montipora,Control,Ambient,1,0.492,15
240,M-4-2,4,Montipora,Control,Ambient,2,0.51,22
241,M-4-2,4,Montipora,Control,Ambient,3,0.493,28
242,M-4-2,4,Montipora,Control,Ambient,5,0.489,44
243,M-4-2,4,Montipora,Control,Ambient,6,0.502,52
244,M-4-2,4,Montipora,Control,Ambient,7,0.5,59
245,M-4-2,4,Montipora,Control,Ambient,8,0.497,66
246,M-4-2,4,Montipora,Control,Ambient,9,0.499,73
247,M-4-2,4,Montipora,Control,Ambient,10,0.5,80
248,M-4-7,4,Montipora,Inorganic,Ambient,0,0.479,7
249,M-4-7,4,Montipora,Inorganic,Ambient,1,0.491,15
250,M-4-7,4,Montipora,Inorganic,Ambient,2,0.492,22
251,M-4-7,4,Montipora,Inorganic,Ambient,3,0.481,28
252,M-4-7,4,Montipora,Inorganic,Ambient,5,0.484,44
253,M-4-7,4,Montipora,Inorganic,Ambient,6,0.5,52
254,M-4-7,4,Montipora,Inorganic,Ambient,7,0.477,59
255,M-4-7,4,Montipora,Inorganic,Ambient,8,0.489,66
256,M-4-7,4,Montipora,Inorganic,Ambient,9,0.482,73
257,M-4-7,4,Montipora,Inorganic,Ambient,10,0.494,80
258,M-4-12,4,Montipora,Guano,Ambient,0,0.478,7
259,M-4-12,4,Montipora,Guano,Ambient,1,0.51,15
260,M-4-12,4,Montipora,Guano,Ambient,2,0.522,22
261,M-4-12,4,Montipora,Guano,Ambient,3,0.507,28
262,M-4-12,4,Montipora,Guano,Ambient,5,0.501,44
263,M-4-12,4,Montipora,Guano,Ambient,6,0.517,52
264,M-4-12,4,Montipora,Guano,Ambient,7,0.513,59
265,M-4-12,4,Montipora,Guano,Ambient,8,0.505,66
266,M-4-12,4,Montipora,Guano,Ambient,9,0.517,73
267,M-4-12,4,Montipora,Guano,Ambient,10,0.506,80
268,M-4-17,4,Montipora,Effluent,Ambient,0,0.484,7
269,M-4-17,4,Montipora,Effluent,Ambient,1,0.497,15
270,M-4-17,4,Montipora,Effluent,Ambient,2,0.508,22
271,M-4-17,4,Montipora,Effluent,Ambient,3,0.495,28
272,M-4-17,4,Montipora,Effluent,Ambient,5,0.478,44
273,M-4-17,4,Montipora,Effluent,Ambient,6,0.513,52
274,M-4-17,4,Montipora,Effluent,Ambient,7,0.462,59
275,M-4-17,4,Montipora,Effluent,Ambient,8,0.51,66
276,M-4-17,4,Montipora,Effluent,Ambient,9,0.525,73
277,M-4-17,4,Montipora,Effluent,Ambient,10,0.528,80
278,M-4-22,4,Montipora,Control,Heated,0,0.484,7
279,M-4-22,4,Montipora,Control,Heated,1,0.49,15
280,M-4-22,4,Montipora,Control,Heated,2,0.504,22
281,M-4-22,4,Montipora,Control,Heated,3,0.499,28
282,M-4-22,4,Montipora,Control,Heated,5,0.46,44
283,M-4-22,4,Montipora,Control,Heated,6,0.422,52
284,M-4-22,4,Montipora,Control,Heated,7,0.403,59
285,M-4-22,4,Montipora,Control,Heated,8,0.413,66
286,M-4-22,4,Montipora,Control,Heated,9,0.343,73
287,M-4-22,4,Montipora,Control,Heated,10,0.443,80
288,M-4-23,4,Montipora,Inorganic,Heated,0,0.504,7
289,M-4-23,4,Montipora,Inorganic,Heated,1,0.507,15
290,M-4-23,4,Montipora,Inorganic,Heated,2,0.499,22
291,M-4-23,4,Montipora,Inorganic,Heated,3,0.5,28
292,M-4-23,4,Montipora,Inorganic,Heated,5,0.447,44
293,M-4-23,4,Montipora,Inorganic,Heated,6,0.393,52
294,M-4-23,4,Montipora,Inorganic,Heated,7,0.385,59
295,M-4-23,4,Montipora,Inorganic,Heated,8,0.413,66
296,M-4-23,4,Montipora,Inorganic,Heated,9,0.453,73
297,M-4-23,4,Montipora,Inorganic,Heated,10,0.482,80
298,M-4-24,4,Montipora,Guano,Heated,0,0.481,7
299,M-4-24,4,Montipora,Guano,Heated,1,0.511,15
300,M-4-24,4,Montipora,Guano,Heated,2,0.535,22
301,M-4-24,4,Montipora,Guano,Heated,3,0.508,28
302,M-4-24,4,Montipora,Guano,Heated,5,0.516,44
303,M-4-24,4,Montipora,Guano,Heated,6,0.491,52
304,M-4-24,4,Montipora,Guano,Heated,7,0.481,59
305,M-4-24,4,Montipora,Guano,Heated,8,0.485,66
306,M-4-24,4,Montipora,Guano,Heated,9,0.516,73
307,M-4-24,4,Montipora,Guano,Heated,10,0.518,80
308,M-4-25,4,Montipora,Effluent,Heated,0,0.509,7
309,M-4-25,4,Montipora,Effluent,Heated,1,0.514,15
310,M-4-25,4,Montipora,Effluent,Heated,2,0.512,22
311,M-4-25,4,Montipora,Effluent,Heated,3,0.478,28
312,M-4-25,4,Montipora,Effluent,Heated,5,0.46,44
313,M-4-25,4,Montipora,Effluent,Heated,6,0.445,52
314,M-4-25,4,Montipora,Effluent,Heated,7,0.441,59
315,M-4-25,4,Montipora,Effluent,Heated,8,0.465,66
316,M-4-25,4,Montipora,Effluent,Heated,9,0.497,73
317,M-4-25,4,Montipora,Effluent,Heated,10,0.504,80
318,M-5-2,5,Montipora,Control,Ambient,0,0.546,7
319,M-5-2,5,Montipora,Control,Ambient,1,0.538,15
320,M-5-2,5,Montipora,Control,Ambient,2,0.564,22
321,M-5-2,5,Montipora,Control,Ambient,3,0.548,28
322,M-5-2,5,Montipora,Control,Ambient,5,0.511,44
323,M-5-2,5,Montipora,Control,Ambient,6,0.544,52
324,M-5-2,5,Montipora,Control,Ambient,7,0.53,59
325,M-5-2,5,Montipora,Control,Ambient,8,0.538,66
326,M-5-2,5,Montipora,Control,Ambient,9,0.562,73
327,M-5-2,5,Montipora,Control,Ambient,10,0.534,80
328,M-5-7,5,Montipora,Inorganic,Ambient,0,0.54,7
329,M-5-7,5,Montipora,Inorganic,Ambient,1,0.55,15
330,M-5-7,5,Montipora,Inorganic,Ambient,2,0.545,22
331,M-5-7,5,Montipora,Inorganic,Ambient,3,0.539,28
332,M-5-7,5,Montipora,Inorganic,Ambient,5,0.532,44
333,M-5-7,5,Montipora,Inorganic,Ambient,6,0.518,52
334,M-5-7,5,Montipora,Inorganic,Ambient,7,0.498,59
335,M-5-7,5,Montipora,Inorganic,Ambient,8,0.504,66
336,M-5-7,5,Montipora,Inorganic,Ambient,9,0.521,73
337,M-5-7,5,Montipora,Inorganic,Ambient,10,0.516,80
338,M-5-12,5,Montipora,Guano,Ambient,0,0.519,7
339,M-5-12,5,Montipora,Guano,Ambient,1,0.546,15
340,M-5-12,5,Montipora,Guano,Ambient,2,0.546,22
341,M-5-12,5,Montipora,Guano,Ambient,3,0.559,28
342,M-5-12,5,Montipora,Guano,Ambient,5,0.561,44
343,M-5-12,5,Montipora,Guano,Ambient,6,0.553,52
344,M-5-12,5,Montipora,Guano,Ambient,7,0.56,59
345,M-5-12,5,Montipora,Guano,Ambient,8,0.543,66
346,M-5-12,5,Montipora,Guano,Ambient,9,0.565,73
347,M-5-12,5,Montipora,Guano,Ambient,10,0.539,80
348,M-5-17,5,Montipora,Effluent,Ambient,0,0.551,7
349,M-5-17,5,Montipora,Effluent,Ambient,1,0.562,15
350,M-5-17,5,Montipora,Effluent,Ambient,2,0.563,22
351,M-5-17,5,Montipora,Effluent,Ambient,3,0.566,28
352,M-5-17,5,Montipora,Effluent,Ambient,5,0.532,44
353,M-5-17,5,Montipora,Effluent,Ambient,6,0.55,52
354,M-5-17,5,Montipora,Effluent,Ambient,7,0.527,59
355,M-5-17,5,Montipora,Effluent,Ambient,8,0.549,66
356,M-5-17,5,Montipora,Effluent,Ambient,9,0.566,73
357,M-5-17,5,Montipora,Effluent,Ambient,10,0.535,80
358,M-5-22,5,Montipora,Control,Heated,0,0.545,7
359,M-5-22,5,Montipora,Control,Heated,1,0.536,15
360,M-5-22,5,Montipora,Control,Heated,2,0.538,22
361,M-5-22,5,Montipora,Control,Heated,3,0.496,28
362,M-5-22,5,Montipora,Control,Heated,5,0.501,44
363,M-5-22,5,Montipora,Control,Heated,6,0.415,52
364,M-5-22,5,Montipora,Control,Heated,7,0.356,59
365,M-5-22,5,Montipora,Control,Heated,8,0.41,66
366,M-5-22,5,Montipora,Control,Heated,9,0.454,73
367,M-5-22,5,Montipora,Control,Heated,10,0.461,80
368,M-5-23,5,Montipora,Inorganic,Heated,0,0.504,7
369,M-5-23,5,Montipora,Inorganic,Heated,1,0.52,15
370,M-5-23,5,Montipora,Inorganic,Heated,2,0.522,22
371,M-5-23,5,Montipora,Inorganic,Heated,3,0.515,28
372,M-5-23,5,Montipora,Inorganic,Heated,5,0.448,44
373,M-5-23,5,Montipora,Inorganic,Heated,6,0.396,52
374,M-5-23,5,Montipora,Inorganic,Heated,7,0.372,59
375,M-5-23,5,Montipora,Inorganic,Heated,8,0.357,66
376,M-5-23,5,Montipora,Inorganic,Heated,9,0.424,73
377,M-5-23,5,Montipora,Inorganic,Heated,10,0.472,80
378,M-5-24,5,Montipora,Guano,Heated,0,0.563,7
379,M-5-24,5,Montipora,Guano,Heated,1,0.556,15
380,M-5-24,5,Montipora,Guano,Heated,2,0.573,22
381,M-5-24,5,Montipora,Guano,Heated,3,0.563,28
382,M-5-24,5,Montipora,Guano,Heated,5,0.541,44
383,M-5-24,5,Montipora,Guano,Heated,6,0.509,52
384,M-5-24,5,Montipora,Guano,Heated,7,0.495,59
385,M-5-24,5,Montipora,Guano,Heated,8,0.5,66
386,M-5-24,5,Montipora,Guano,Heated,9,0.526,73
387,M-5-24,5,Montipora,Guano,Heated,10,0.518,80
388,M-5-25,5,Montipora,Effluent,Heated,0,0.521,7
389,M-5-25,5,Montipora,Effluent,Heated,1,0.534,15
390,M-5-25,5,Montipora,Effluent,Heated,2,0.534,22
391,M-5-25,5,Montipora,Effluent,Heated,3,0.54,28
392,M-5-25,5,Montipora,Effluent,Heated,5,0.522,44
393,M-5-25,5,Montipora,Effluent,Heated,6,0.484,52
394,M-5-25,5,Montipora,Effluent,Heated,7,0.459,59
395,M-5-25,5,Montipora,Effluent,Heated,8,0.485,66
396,M-5-25,5,Montipora,Effluent,Heated,10,0.511,80
397,M-6-2,6,Montipora,Control,Ambient,0,0.535,7
398,M-6-2,6,Montipora,Control,Ambient,1,0.538,15
399,M-6-2,6,Montipora,Control,Ambient,2,0.56,22
400,M-6-2,6,Montipora,Control,Ambient,3,0.548,28
401,M-6-2,6,Montipora,Control,Ambient,5,0.367,44
402,M-6-2,6,Montipora,Control,Ambient,6,0.512,52
403,M-6-2,6,Montipora,Control,Ambient,7,0.512,59
404,M-6-2,6,Montipora,Control,Ambient,8,0.426,66
405,M-6-2,6,Montipora,Control,Ambient,9,0.506,73
406,M-6-2,6,Montipora,Control,Ambient,10,0.503,80
407,M-6-7,6,Montipora,Inorganic,Ambient,0,0.536,7
408,M-6-7,6,Montipora,Inorganic,Ambient,1,0.553,15
409,M-6-7,6,Montipora,Inorganic,Ambient,2,0.415,22
410,M-6-7,6,Montipora,Inorganic,Ambient,3,0.506,28
411,M-6-7,6,Montipora,Inorganic,Ambient,5,0.531,44
412,M-6-7,6,Montipora,Inorganic,Ambient,6,0.526,52
413,M-6-7,6,Montipora,Inorganic,Ambient,7,0.52,59
414,M-6-7,6,Montipora,Inorganic,Ambient,8,0.515,66
415,M-6-7,6,Montipora,Inorganic,Ambient,9,0.542,73
416,M-6-7,6,Montipora,Inorganic,Ambient,10,0.533,80
417,M-6-12,6,Montipora,Guano,Ambient,0,0.428,7
418,M-6-12,6,Montipora,Guano,Ambient,1,0.533,15
419,M-6-12,6,Montipora,Guano,Ambient,2,0.554,22
420,M-6-12,6,Montipora,Guano,Ambient,3,0.559,28
421,M-6-12,6,Montipora,Guano,Ambient,5,0.547,44
422,M-6-12,6,Montipora,Guano,Ambient,6,0.559,52
423,M-6-12,6,Montipora,Guano,Ambient,7,0.578,59
424,M-6-12,6,Montipora,Guano,Ambient,8,0.52,66
425,M-6-12,6,Montipora,Guano,Ambient,9,0.528,73
426,M-6-12,6,Montipora,Guano,Ambient,10,0.547,80
427,M-6-17,6,Montipora,Effluent,Ambient,0,0.529,7
428,M-6-17,6,Montipora,Effluent,Ambient,1,0.544,15
429,M-6-17,6,Montipora,Effluent,Ambient,2,0.547,22
430,M-6-17,6,Montipora,Effluent,Ambient,3,0.533,28
431,M-6-17,6,Montipora,Effluent,Ambient,5,0.5,44
432,M-6-17,6,Montipora,Effluent,Ambient,6,0.556,52
433,M-6-17,6,Montipora,Effluent,Ambient,7,0.534,59
434,M-6-17,6,Montipora,Effluent,Ambient,8,0.552,66
435,M-6-17,6,Montipora,Effluent,Ambient,9,0.57,73
