,Frag_ID,Genotype,Species,Treatment,Temperature,Week,FvFm,Day
1329,P-8-25,8,Porites,Effluent,Heated,8,0.36,66
1330,P-8-25,8,Porites,Effluent,Heated,9,0.415,73
1331,P-8-25,8,Porites,Effluent,Heated,10,0.42,80
1332,P-9-2,9,Porites,Control,Ambient,0,0.471,7
1333,P-9-2,9,Porites,Control,Ambient,1,0.487,15
1334,P-9-2,9,Porites,Control,Ambient,2,0.475,22
1335,P-9-2,9,Porites,Control,Ambient,3,0.488,28
1336,P-9-2,9,Porites,Control,Ambient,5,0.481,44
1337,P-9-2,9,Porites,Control,Ambient,6,0.482,52
1338,P-9-2,9,Porites,Control,Ambient,7,0.431,59
1339,P-9-2,9,Porites,Control,Ambient,8,0.471,66
1340,P-9-2,9,Porites,Control,Ambient,9,0.511,73
1341,P-9-2,9,Porites,Control,Ambient,10,0.481,80
1342,P-9-7,9,Porites,Inorganic,Ambient,0,0.48,7
1343,P-9-7,9,Porites,Inorganic,Ambient,1,0.498,15
1344,P-9-7,9,Porites,Inorganic,Ambient,2,0.494,22
1345,P-9-7,9,Porites,Inorganic,Ambient,3,0.518,28
1346,P-9-7,9,Porites,Inorganic,Ambient,5,0.421,44
1347,P-9-7,9,Porites,Inorganic,Ambient,6,0.44,52
1348,P-9-7,9,Porites,Inorganic,Ambient,7,0.432,59
1349,P-9-7,9,Porites,Inorganic,Ambient,8,0.474,66
1350,P-9-7,9,Porites,Inorganic,Ambient,9,0.497,73
1351,P-9-7,9,Porites,Inorganic,Ambient,10,0.477,80
1352,P-9-12,9,Porites,Guano,Ambient,0,0.493,7
1353,P-9-12,9,Porites,Guano,Ambient,1,0.495,15
1354,P-9-12,9,Porites,Guano,Ambient,2,0.514,22
1355,P-9-12,9,Porites,Guano,Ambient,3,0.518,28
1356,P-9-12,9,Porites,Guano,Ambient,5,0.483,44
1357,P-9-12,9,Porites,Guano,Ambient,6,0.449,52
1358,P-9-12,9,Porites,Guano,Ambient,7,0.438,59
1359,P-9-12,9,Porites,Guano,Ambient,8,0.495,66
1360,P-9-12,9,Porites,Guano,Ambient,9,0.497,73
1361,P-9-12,9,Porites,Guano,Ambient,10,0.472,80
1362,P-9-17,9,Porites,Effluent,Ambient,0,0.489,7
1363,P-9-17,9,Porites,Effluent,Ambient,1,0.493,15
1364,P-9-17,9,Porites,Effluent,Ambient,2,0.505,22
1365,P-9-17,9,Porites,Effluent,Ambient,3,0.506,28
1366,P-9-17,9,Porites,Effluent,Ambient,5,0.49,44
1367,P-9-17,9,Porites,Effluent,Ambient,6,0.49,52
1368,P-9-17,9,Porites,Effluent,Ambient,7,0.453,59
1369,P-9-17,9,Porites,Effluent,Ambient,8,0.49,66
1370,P-9-17,9,Porites,Effluent,Ambient,9,0.519,73
1371,P-9-17,9,Porites,Effluent,Ambient,10,0.491,80
1372,P-9-22,9,Porites,Control,Heated,0,0.475,7
1373,P-9-22,9,Porites,Control,Heated,1,0.487,15
1374,P-9-22,9,Porites,Control,Heated,2,0.465,22
1375,P-9-22,9,Porites,Control,Heated,3,0.476,28
1376,P-9-22,9,Porites,Control,Heated,5,0.432,44
1377,P-9-22,9,Porites,Control,Heated,6,0.335,52
1378,P-9-22,9,Porites,Control,Heated,7,0.301,59
1379,P-9-22,9,Porites,Control,Heated,8,0.358,66
1380,P-9-22,9,Porites,Control,Heated,9,0.431,73
1381,P-9-22,9,Porites,Control,Heated,10,0.435,80
1382,P-9-23,9,Porites,Inorganic,Heated,0,0.484,7
1383,P-9-23,9,Porites,Inorganic,Heated,1,0.481,15
1384,P-9-23,9,Porites,Inorganic,Heated,2,0.458,22
1385,P-9-23,9,Porites,Inorganic,Heated,3,0.458,28
1386,P-9-23,9,Porites,Inorganic,Heated,5,0.4,44
1387,P-9-23,9,Porites,Inorganic,Heated,6,0.219,52
1388,P-9-23,9,Porites,Inorganic,Heated,8,0.368,66
1389,P-9-23,9,Porites,Inorganic,Heated,9,0.41,73
1390,P-9-24,9,Porites,Guano,Heated,0,0.49,7
1391,P-9-24,9,Porites,Guano,Heated,1,0.493,15
1392,P-9-24,9,Porites,Guano,Heated,2,0.503,22
1393,P-9-24,9,Porites,Guano,Heated,3,0.502,28
1394,P-9-24,9,Porites,Guano,Heated,5,0.399,44
1395,P-9-24,9,Porites,Guano,Heated,6,0.3,52
1396,P-9-24,9,Porites,Guano,Heated,7,0.354,59
1397,P-9-24,9,Porites,Guano,Heated,8,0.34,66
1398,P-9-24,9,Porites,Guano,Heated,9,0.364,73
1399,P-9-25,9,Porites,Effluent,Heated,0,0.499,7
1400,P-9-25,9,Porites,Effluent,Heated,1,0.498,15
1401,P-9-25,9,Porites,Effluent,Heated,2,0.492,22
1402,P-9-25,9,Porites,Effluent,Heated,3,0.47,28
1403,P-9-25,9,Porites,Effluent,Heated,5,0.404,44
1404,P-9-25,9,Porites,Effluent,Heated,6,0.302,52
1405,P-9-25,9,Porites,Effluent,Heated,7,0.366,59
1406,P-9-25,9,Porites,Effluent,Heated,8,0.358,66
1407,P-9-25,9,Porites,Effluent,Heated,9,0.414,73
1408,P-9-25,9,Porites,Effluent,Heated,10,0.406,80
