Date,Time,Tank,Species,PAR
9/29/2023,11:00,MCAP AMB,Montipora,190.3
9/29/2023,11:15,MCAP AMB,Montipora,102.1
9/29/2023,11:30,MCAP AMB,Montipora,132.2
9/29/2023,11:45,MCAP AMB,Montipora,225.5
9/29/2023,12:00,MCAP AMB,Montipora,129
9/29/2023,12:15,MCAP AMB,Montipora,88.1
9/29/2023,12:30,MCAP AMB,Montipora,189.5
9/29/2023,12:45,MCAP AMB,Montipora,270
9/29/2023,13:00,MCAP AMB,Montipora,199.4
9/29/2023,13:15,MCAP AMB,Montipora,144.1
9/29/2023,13:30,MCAP AMB,Montipora,292.9
9/29/2023,13:45,MCAP AMB,Montipora,218
9/29/2023,14:00,MCAP AMB,Montipora,146.2
9/29/2023,14:15,MCAP AMB,Montipora,108
9/29/2023,14:30,MCAP AMB,Montipora,87.2
9/29/2023,14:45,MCAP AMB,Montipora,76.7
9/29/2023,15:00,MCAP AMB,Montipora,63.8
9/29/2023,15:15,MCAP AMB,Montipora,74.5
9/29/2023,15:30,MCAP AMB,Montipora,55.3
9/29/2023,15:45,MCAP AMB,Montipora,44.8
9/29/2023,16:00,MCAP AMB,Montipora,41.5
9/29/2023,16:15,MCAP AMB,Montipora,38.4
9/29/2023,16:30,MCAP AMB,Montipora,28.5
9/29/2023,16:45,MCAP AMB,Montipora,44
9/29/2023,17:00,MCAP AMB,Montipora,13.3
9/29/2023,17:15,MCAP AMB,Montipora,13.5
9/29/2023,17:30,MCAP AMB,Montipora,12.5
9/29/2023,17:45,MCAP AMB,Montipora,8.7
9/29/2023,18:00,MCAP AMB,Montipora,4.7
9/29/2023,18:15,MCAP AMB,Montipora,3
9/29/2023,18:30,MCAP AMB,Montipora,0.6
9/29/2023,18:45,MCAP AMB,Montipora,0
9/29/2023,19:00,MCAP AMB,Montipora,0
9/29/2023,19:15,MCAP AMB,Montipora,0
9/29/2023,19:30,MCAP AMB,Montipora,0
9/29/2023,19:45,MCAP AMB,Montipora,0
9/29/2023,20:00,MCAP AMB,Montipora,0
9/29/2023,20:15,MCAP AMB,Montipora,0
9/29/2023,20:30,MCAP AMB,Montipora,0
9/29/2023,20:45,MCAP AMB,Montipora,0
9/29/2023,21:00,MCAP AMB,Montipora,0
9/29/2023,21:15,MCAP AMB,Montipora,0
9/29/2023,21:30,MCAP AMB,Montipora,0
9/29/2023,21:45,MCAP AMB,Montipora,0
9/29/2023,22:00,MCAP AMB,Montipora,0
9/29/2023,22:15,MCAP AMB,Montipora,0
9/29/2023,22:30,MCAP AMB,Montipora,0
9/29/2023,22:45,MCAP AMB,Montipora,0
9/29/2023,23:00,MCAP AMB,Montipora,0
9/29/2023,23:15,MCAP AMB,Montipora,0
9/29/2023,23:30,MCAP AMB,Montipora,0
9/29/2023,23:45,MCAP AMB,Montipora,0
9/29/2023,0:00,MCAP AMB,Montipora,0
9/30/2023,0:15,MCAP AMB,Montipora,0
9/30/2023,0:30,MCAP AMB,Montipora,0
9/30/2023,0:45,MCAP AMB,Montipora,0
9/30/2023,1:00,MCAP AMB,Montipora,0
9/30/2023,1:15,MCAP AMB,Montipora,0
9/30/2023,1:30,MCAP AMB,Montipora,0
9/30/2023,1:45,MCAP AMB,Montipora,0
9/30/2023,2:00,MCAP AMB,Montipora,0
9/30/2023,2:15,MCAP AMB,Montipora,0
9/30/2023,2:30,MCAP AMB,Montipora,0
9/30/2023,2:45,MCAP AMB,Montipora,0
9/30/2023,3:00,MCAP AMB,Montipora,0
9/30/2023,3:15,MCAP AMB,Montipora,0
9/30/2023,3:30,MCAP AMB,Montipora,0
9/30/2023,3:45,MCAP AMB,Montipora,0
9/30/2023,4:00,MCAP AMB,Montipora,0
9/30/2023,4:15,MCAP AMB,Montipora,0
9/30/2023,4:30,MCAP AMB,Montipora,0
9/30/2023,4:45,MCAP AMB,Montipora,0
9/30/2023,5:00,MCAP AMB,Montipora,0
9/30/2023,5:15,MCAP AMB,Montipora,0
9/30/2023,5:30,MCAP AMB,Montipora,0
9/30/2023,5:45,MCAP AMB,Montipora,0
9/30/2023,6:00,MCAP AMB,Montipora,0
9/30/2023,6:15,MCAP AMB,Montipora,0
9/30/2023,6:30,MCAP AMB,Montipora,0.9
9/30/2023,6:45,MCAP AMB,Montipora,4.4
9/30/2023,7:00,MCAP AMB,Montipora,11.2
9/30/2023,7:15,MCAP AMB,Montipora,24.9
9/30/2023,7:30,MCAP AMB,Montipora,33.8
9/30/2023,7:45,MCAP AMB,Montipora,40.7
9/30/2023,8:00,MCAP AMB,Montipora,52
9/30/2023,8:15,MCAP AMB,Montipora,69.4
9/30/2023,8:30,MCAP AMB,Montipora,73.7
9/30/2023,8:45,MCAP AMB,Montipora,78.1
9/30/2023,9:00,MCAP AMB,Montipora,94.6
9/30/2023,9:15,MCAP AMB,Montipora,90.7
9/30/2023,9:30,MCAP AMB,Montipora,143.8
9/30/2023,9:45,MCAP AMB,Montipora,216.6
9/30/2023,10:00,MCAP AMB,Montipora,240
9/30/2023,10:15,MCAP AMB,Montipora,250.5
9/30/2023,10:30,MCAP AMB,Montipora,189.9
9/30/2023,10:45,MCAP AMB,Montipora,206.6
9/30/2023,11:00,MCAP AMB,Montipora,163.2
9/30/2023,11:15,MCAP AMB,Montipora,188.8
9/30/2023,11:30,MCAP AMB,Montipora,191.5
9/30/2023,11:45,MCAP AMB,Montipora,312.1
9/30/2023,12:00,MCAP AMB,Montipora,234.4
9/30/2023,12:15,MCAP AMB,Montipora,278.7
9/30/2023,12:30,MCAP AMB,Montipora,296.4
9/30/2023,12:45,MCAP AMB,Montipora,302.5
9/30/2023,13:00,MCAP AMB,Montipora,275.9
9/30/2023,13:15,MCAP AMB,Montipora,204.2
9/30/2023,13:30,MCAP AMB,Montipora,177.6
9/30/2023,13:45,MCAP AMB,Montipora,128
9/30/2023,14:00,MCAP AMB,Montipora,116.5
9/30/2023,14:15,MCAP AMB,Montipora,89.1
9/30/2023,14:30,MCAP AMB,Montipora,76.3
9/30/2023,14:45,MCAP AMB,Montipora,68.9
9/30/2023,15:00,MCAP AMB,Montipora,57.5
9/30/2023,15:15,MCAP AMB,Montipora,65.1
9/30/2023,15:30,MCAP AMB,Montipora,67.7
9/30/2023,15:45,MCAP AMB,Montipora,114.7
9/30/2023,16:00,MCAP AMB,Montipora,45.1
9/30/2023,16:15,MCAP AMB,Montipora,35.1
9/30/2023,16:30,MCAP AMB,Montipora,35.1
9/30/2023,16:45,MCAP AMB,Montipora,29.6
9/30/2023,17:00,MCAP AMB,Montipora,29.3
9/30/2023,17:15,MCAP AMB,Montipora,24.1
9/30/2023,17:30,MCAP AMB,Montipora,28
9/30/2023,17:45,MCAP AMB,Montipora,13.3
9/30/2023,18:00,MCAP AMB,Montipora,10
9/30/2023,18:15,MCAP AMB,Montipora,3.9
9/30/2023,18:30,MCAP AMB,Montipora,1.1
9/30/2023,18:45,MCAP AMB,Montipora,0
9/30/2023,19:00,MCAP AMB,Montipora,0
9/30/2023,19:15,MCAP AMB,Montipora,0
9/30/2023,19:30,MCAP AMB,Montipora,0
9/30/2023,19:45,MCAP AMB,Montipora,0
9/30/2023,20:00,MCAP AMB,Montipora,0
9/30/2023,20:15,MCAP AMB,Montipora,0
9/30/2023,20:30,MCAP AMB,Montipora,0
9/30/2023,20:45,MCAP AMB,Montipora,0
9/30/2023,21:00,MCAP AMB,Montipora,0
9/30/2023,21:15,MCAP AMB,Montipora,0
9/30/2023,21:30,MCAP AMB,Montipora,0
9/30/2023,21:45,MCAP AMB,Montipora,0
9/30/2023,22:00,MCAP AMB,Montipora,0
9/30/2023,22:15,MCAP AMB,Montipora,0
9/30/2023,22:30,MCAP AMB,Montipora,0
9/30/2023,22:45,MCAP AMB,Montipora,0
9/30/2023,23:00,MCAP AMB,Montipora,0
9/30/2023,23:15,MCAP AMB,Montipora,0
9/30/2023,23:30,MCAP AMB,Montipora,0
9/30/2023,23:45,MCAP AMB,Montipora,0
9/30/2023,0:00,MCAP AMB,Montipora,0
10/1/2023,0:15,MCAP AMB,Montipora,0
10/1/2023,0:30,MCAP AMB,Montipora,0
10/1/2023,0:45,MCAP AMB,Montipora,0
10/1/2023,1:00,MCAP AMB,Montipora,0
10/1/2023,1:15,MCAP AMB,Montipora,0
10/1/2023,1:30,MCAP AMB,Montipora,0
10/1/2023,1:45,MCAP AMB,Montipora,0
10/1/2023,2:00,MCAP AMB,Montipora,0
10/1/2023,2:15,MCAP AMB,Montipora,0
10/1/2023,2:30,MCAP AMB,Montipora,0
10/1/2023,2:45,MCAP AMB,Montipora,0
10/1/2023,3:00,MCAP AMB,Montipora,0
10/1/2023,3:15,MCAP AMB,Montipora,0
10/1/2023,3:30,MCAP AMB,Montipora,0
10/1/2023,3:45,MCAP AMB,Montipora,0
10/1/2023,4:00,MCAP AMB,Montipora,0
10/1/2023,4:15,MCAP AMB,Montipora,0
10/1/2023,4:30,MCAP AMB,Montipora,0
10/1/2023,4:45,MCAP AMB,Montipora,0
10/1/2023,5:00,MCAP AMB,Montipora,0
10/1/2023,5:15,MCAP AMB,Montipora,0
10/1/2023,5:30,MCAP AMB,Montipora,0
10/1/2023,5:45,MCAP AMB,Montipora,0
10/1/2023,6:00,MCAP AMB,Montipora,0
10/1/2023,6:15,MCAP AMB,Montipora,0
10/1/2023,6:30,MCAP AMB,Montipora,1
10/1/2023,6:45,MCAP AMB,Montipora,5.2
10/1/2023,7:00,MCAP AMB,Montipora,14.2
10/1/2023,7:15,MCAP AMB,Montipora,23.8
10/1/2023,7:30,MCAP AMB,Montipora,33.7
10/1/2023,7:45,MCAP AMB,Montipora,23.3
10/1/2023,8:00,MCAP AMB,Montipora,40.8
10/1/2023,8:15,MCAP AMB,Montipora,58.9
10/1/2023,8:30,MCAP AMB,Montipora,60.5
10/1/2023,8:45,MCAP AMB,Montipora,56.1
10/1/2023,9:00,MCAP AMB,Montipora,61.9
10/1/2023,9:15,MCAP AMB,Montipora,108.7
10/1/2023,9:30,MCAP AMB,Montipora,77
10/1/2023,9:45,MCAP AMB,Montipora,197.4
10/1/2023,10:00,MCAP AMB,Montipora,247
10/1/2023,10:15,MCAP AMB,Montipora,262.6
10/1/2023,10:30,MCAP AMB,Montipora,213.5
10/1/2023,10:45,MCAP AMB,Montipora,236.1
10/1/2023,11:00,MCAP AMB,Montipora,207.4
10/1/2023,11:15,MCAP AMB,Montipora,291.5
10/1/2023,11:30,MCAP AMB,Montipora,297.4
10/1/2023,11:45,MCAP AMB,Montipora,250.1
10/1/2023,12:00,MCAP AMB,Montipora,266.4
10/1/2023,12:15,MCAP AMB,Montipora,242.4
10/1/2023,12:30,MCAP AMB,Montipora,256.4
10/1/2023,12:45,MCAP AMB,Montipora,342.6
10/1/2023,13:00,MCAP AMB,Montipora,340.2
10/1/2023,13:15,MCAP AMB,Montipora,248.2
10/1/2023,13:30,MCAP AMB,Montipora,119.6
10/1/2023,13:45,MCAP AMB,Montipora,140.8
10/1/2023,14:00,MCAP AMB,Montipora,139.1
10/1/2023,14:15,MCAP AMB,Montipora,79.6
10/1/2023,14:30,MCAP AMB,Montipora,80.9
10/1/2023,14:45,MCAP AMB,Montipora,63.2
10/1/2023,15:00,MCAP AMB,Montipora,45.5
10/1/2023,15:15,MCAP AMB,Montipora,45.9
10/1/2023,15:30,MCAP AMB,Montipora,156.4
10/1/2023,15:45,MCAP AMB,Montipora,257.7
10/1/2023,16:00,MCAP AMB,Montipora,76.4
10/1/2023,16:15,MCAP AMB,Montipora,57.6
10/1/2023,16:30,MCAP AMB,Montipora,31.8
10/1/2023,16:45,MCAP AMB,Montipora,23.6
10/1/2023,17:00,MCAP AMB,Montipora,20.4
10/1/2023,17:15,MCAP AMB,Montipora,16.1
10/1/2023,17:30,MCAP AMB,Montipora,12.8
10/1/2023,17:45,MCAP AMB,Montipora,10.3
10/1/2023,18:00,MCAP AMB,Montipora,7.1
10/1/2023,18:15,MCAP AMB,Montipora,3.2
10/1/2023,18:30,MCAP AMB,Montipora,0.8
10/1/2023,18:45,MCAP AMB,Montipora,0
10/1/2023,19:00,MCAP AMB,Montipora,0
10/1/2023,19:15,MCAP AMB,Montipora,0
10/1/2023,19:30,MCAP AMB,Montipora,0
10/1/2023,19:45,MCAP AMB,Montipora,0
10/1/2023,20:00,MCAP AMB,Montipora,0
10/1/2023,20:15,MCAP AMB,Montipora,0
10/1/2023,20:30,MCAP AMB,Montipora,0
10/1/2023,20:45,MCAP AMB,Montipora,0
10/1/2023,21:00,MCAP AMB,Montipora,0
10/1/2023,21:15,MCAP AMB,Montipora,0
10/1/2023,21:30,MCAP AMB,Montipora,0
10/1/2023,21:45,MCAP AMB,Montipora,0
10/1/2023,22:00,MCAP AMB,Montipora,0
10/1/2023,22:15,MCAP AMB,Montipora,0
10/1/2023,22:30,MCAP AMB,Montipora,0
10/1/2023,22:45,MCAP AMB,Montipora,0
10/1/2023,23:00,MCAP AMB,Montipora,0
10/1/2023,23:15,MCAP AMB,Montipora,0
10/1/2023,23:30,MCAP AMB,Montipora,0
10/1/2023,23:45,MCAP AMB,Montipora,0
10/1/2023,0:00,MCAP AMB,Montipora,0
10/2/2023,0:15,MCAP AMB,Montipora,0
10/2/2023,0:30,MCAP AMB,Montipora,0
10/2/2023,0:45,MCAP AMB,Montipora,0
10/2/2023,1:00,MCAP AMB,Montipora,0
10/2/2023,1:15,MCAP AMB,Montipora,0
10/2/2023,1:30,MCAP AMB,Montipora,0
10/2/2023,1:45,MCAP AMB,Montipora,0
10/2/2023,2:00,MCAP AMB,Montipora,0
10/2/2023,2:15,MCAP AMB,Montipora,0
10/2/2023,2:30,MCAP AMB,Montipora,0
10/2/2023,2:45,MCAP AMB,Montipora,0
10/2/2023,3:00,MCAP AMB,Montipora,0
10/2/2023,3:15,MCAP AMB,Montipora,0
10/2/2023,3:30,MCAP AMB,Montipora,0
10/2/2023,3:45,MCAP AMB,Montipora,0
10/2/2023,4:00,MCAP AMB,Montipora,0
10/2/2023,4:15,MCAP AMB,Montipora,0
10/2/2023,4:30,MCAP AMB,Montipora,0
10/2/2023,4:45,MCAP AMB,Montipora,0
10/2/2023,5:00,MCAP AMB,Montipora,0
10/2/2023,5:15,MCAP AMB,Montipora,0
10/2/2023,5:30,MCAP AMB,Montipora,0
10/2/2023,5:45,MCAP AMB,Montipora,0
10/2/2023,6:00,MCAP AMB,Montipora,0
10/2/2023,6:15,MCAP AMB,Montipora,0
10/2/2023,6:30,MCAP AMB,Montipora,0.5
10/2/2023,6:45,MCAP AMB,Montipora,3.5
10/2/2023,7:00,MCAP AMB,Montipora,10.5
10/2/2023,7:15,MCAP AMB,Montipora,22.3
10/2/2023,7:30,MCAP AMB,Montipora,25.6
10/2/2023,7:45,MCAP AMB,Montipora,40.5
10/2/2023,8:00,MCAP AMB,Montipora,55.3
10/2/2023,8:15,MCAP AMB,Montipora,63
10/2/2023,8:30,MCAP AMB,Montipora,60.3
10/2/2023,8:45,MCAP AMB,Montipora,61
10/2/2023,9:00,MCAP AMB,Montipora,74.3
10/2/2023,9:15,MCAP AMB,Montipora,81.4
10/2/2023,9:30,MCAP AMB,Montipora,201.5
10/2/2023,9:45,MCAP AMB,Montipora,171.7
10/2/2023,10:00,MCAP AMB,Montipora,255
10/2/2023,10:15,MCAP AMB,Montipora,233.5
10/2/2023,10:30,MCAP AMB,Montipora,280.5
10/2/2023,10:45,MCAP AMB,Montipora,276.2
10/2/2023,11:00,MCAP AMB,Montipora,215.5
10/2/2023,11:15,MCAP AMB,Montipora,308.9
10/2/2023,11:30,MCAP AMB,Montipora,334.6
10/2/2023,11:45,MCAP AMB,Montipora,340.2
10/2/2023,12:00,MCAP AMB,Montipora,330.1
10/2/2023,12:15,MCAP AMB,Montipora,244.6
10/2/2023,12:30,MCAP AMB,Montipora,345.1
10/2/2023,12:45,MCAP AMB,Montipora,362.5
10/2/2023,13:00,MCAP AMB,Montipora,390.4
10/2/2023,13:15,MCAP AMB,Montipora,315.4
10/2/2023,13:30,MCAP AMB,Montipora,180.2
10/2/2023,13:45,MCAP AMB,Montipora,105.6
10/2/2023,14:00,MCAP AMB,Montipora,96.1
10/2/2023,14:15,MCAP AMB,Montipora,60.4
10/2/2023,14:30,MCAP AMB,Montipora,38.4
10/2/2023,14:45,MCAP AMB,Montipora,56.9
10/2/2023,15:00,MCAP AMB,Montipora,42.7
10/2/2023,15:15,MCAP AMB,Montipora,53.6
10/2/2023,15:30,MCAP AMB,Montipora,49.1
10/2/2023,15:45,MCAP AMB,Montipora,140.1
10/2/2023,16:00,MCAP AMB,Montipora,41
10/2/2023,16:15,MCAP AMB,Montipora,30.6
10/2/2023,16:30,MCAP AMB,Montipora,28.6
10/2/2023,16:45,MCAP AMB,Montipora,30.5
10/2/2023,17:00,MCAP AMB,Montipora,22.8
10/2/2023,17:15,MCAP AMB,Montipora,18.5
10/2/2023,17:30,MCAP AMB,Montipora,16.1
10/2/2023,17:45,MCAP AMB,Montipora,11.5
10/2/2023,18:00,MCAP AMB,Montipora,6
10/2/2023,18:15,MCAP AMB,Montipora,2.3
10/2/2023,18:30,MCAP AMB,Montipora,0.5
10/2/2023,18:45,MCAP AMB,Montipora,0
10/2/2023,19:00,MCAP AMB,Montipora,0
10/2/2023,19:15,MCAP AMB,Montipora,0
10/2/2023,19:30,MCAP AMB,Montipora,0
10/2/2023,19:45,MCAP AMB,Montipora,0
10/2/2023,20:00,MCAP AMB,Montipora,0
10/2/2023,20:15,MCAP AMB,Montipora,0
10/2/2023,20:30,MCAP AMB,Montipora,0
10/2/2023,20:45,MCAP AMB,Montipora,0
10/2/2023,21:00,MCAP AMB,Montipora,0
10/2/2023,21:15,MCAP AMB,Montipora,0
10/2/2023,21:30,MCAP AMB,Montipora,0
10/2/2023,21:45,MCAP AMB,Montipora,0
10/2/2023,22:00,MCAP AMB,Montipora,0
10/2/2023,22:15,MCAP AMB,Montipora,0
10/2/2023,22:30,MCAP AMB,Montipora,0
10/2/2023,22:45,MCAP AMB,Montipora,0
10/2/2023,23:00,MCAP AMB,Montipora,0
10/2/2023,23:15,MCAP AMB,Montipora,0
10/2/2023,23:30,MCAP AMB,Montipora,0
10/2/2023,23:45,MCAP AMB,Montipora,0
10/2/2023,0:00,MCAP AMB,Montipora,0
10/3/2023,0:15,MCAP AMB,Montipora,0
10/3/2023,0:30,MCAP AMB,Montipora,0
10/3/2023,0:45,MCAP AMB,Montipora,0
10/3/2023,1:00,MCAP AMB,Montipora,0
10/3/2023,1:15,MCAP AMB,Montipora,0
10/3/2023,1:30,MCAP AMB,Montipora,0
10/3/2023,1:45,MCAP AMB,Montipora,0
10/3/2023,2:00,MCAP AMB,Montipora,0
10/3/2023,2:15,MCAP AMB,Montipora,0
10/3/2023,2:30,MCAP AMB,Montipora,0
10/3/2023,2:45,MCAP AMB,Montipora,0
10/3/2023,3:00,MCAP AMB,Montipora,0
10/3/2023,3:15,MCAP AMB,Montipora,0
10/3/2023,3:30,MCAP AMB,Montipora,0
10/3/2023,3:45,MCAP AMB,Montipora,0
10/3/2023,4:00,MCAP AMB,Montipora,0
10/3/2023,4:15,MCAP AMB,Montipora,0
10/3/2023,4:30,MCAP AMB,Montipora,0
10/3/2023,4:45,MCAP AMB,Montipora,0
10/3/2023,5:00,MCAP AMB,Montipora,0
10/3/2023,5:15,MCAP AMB,Montipora,0
10/3/2023,5:30,MCAP AMB,Montipora,0
10/3/2023,5:45,MCAP AMB,Montipora,0
10/3/2023,6:00,MCAP AMB,Montipora,0
10/3/2023,6:15,MCAP AMB,Montipora,0
10/3/2023,6:30,MCAP AMB,Montipora,0.4
10/3/2023,6:45,MCAP AMB,Montipora,4
10/3/2023,7:00,MCAP AMB,Montipora,7.8
10/3/2023,7:15,MCAP AMB,Montipora,15.8
10/3/2023,7:30,MCAP AMB,Montipora,24.1
10/3/2023,7:45,MCAP AMB,Montipora,32.8
10/3/2023,8:00,MCAP AMB,Montipora,43.7
10/3/2023,8:15,MCAP AMB,Montipora,47.8
10/3/2023,8:30,MCAP AMB,Montipora,50.8
10/3/2023,8:45,MCAP AMB,Montipora,51.6
10/3/2023,9:00,MCAP AMB,Montipora,57.2
10/3/2023,9:15,MCAP AMB,Montipora,94.8
10/3/2023,9:30,MCAP AMB,Montipora,119.2
10/3/2023,9:45,MCAP AMB,Montipora,128.3
10/3/2023,10:00,MCAP AMB,Montipora,176.7
10/3/2023,10:15,MCAP AMB,Montipora,239.1
10/3/2023,10:30,MCAP AMB,Montipora,179.7
10/3/2023,10:45,MCAP AMB,Montipora,172.1
10/3/2023,11:00,MCAP AMB,Montipora,133.9
10/3/2023,11:15,MCAP AMB,Montipora,215.6
10/3/2023,11:30,MCAP AMB,Montipora,316
10/3/2023,11:45,MCAP AMB,Montipora,316.2
10/3/2023,12:00,MCAP AMB,Montipora,177.6
10/3/2023,12:15,MCAP AMB,Montipora,261
10/3/2023,12:30,MCAP AMB,Montipora,243.4
10/3/2023,12:45,MCAP AMB,Montipora,138.1
10/3/2023,13:00,MCAP AMB,Montipora,126.7
10/3/2023,13:15,MCAP AMB,Montipora,185.2
10/3/2023,13:30,MCAP AMB,Montipora,106.7
10/3/2023,13:45,MCAP AMB,Montipora,130.3
10/3/2023,14:00,MCAP AMB,Montipora,109.4
10/3/2023,14:15,MCAP AMB,Montipora,110.6
10/3/2023,14:30,MCAP AMB,Montipora,67.3
10/3/2023,14:45,MCAP AMB,Montipora,60.9
10/3/2023,15:00,MCAP AMB,Montipora,61.3
10/3/2023,15:15,MCAP AMB,Montipora,57.2
10/3/2023,15:30,MCAP AMB,Montipora,57.3
10/3/2023,15:45,MCAP AMB,Montipora,61.2
10/3/2023,16:00,MCAP AMB,Montipora,57.2
10/3/2023,16:15,MCAP AMB,Montipora,58.6
10/3/2023,16:30,MCAP AMB,Montipora,44.4
10/3/2023,16:45,MCAP AMB,Montipora,38.5
10/3/2023,17:00,MCAP AMB,Montipora,28.9
10/3/2023,17:15,MCAP AMB,Montipora,24.6
10/3/2023,17:30,MCAP AMB,Montipora,19.2
10/3/2023,17:45,MCAP AMB,Montipora,11.3
10/3/2023,18:00,MCAP AMB,Montipora,6.8
10/3/2023,18:15,MCAP AMB,Montipora,2.7
10/3/2023,18:30,MCAP AMB,Montipora,0.7
10/3/2023,18:45,MCAP AMB,Montipora,0
10/3/2023,19:00,MCAP AMB,Montipora,0
10/3/2023,19:15,MCAP AMB,Montipora,0
10/3/2023,19:30,MCAP AMB,Montipora,0
10/3/2023,19:45,MCAP AMB,Montipora,0
10/3/2023,20:00,MCAP AMB,Montipora,0
10/3/2023,20:15,MCAP AMB,Montipora,0
10/3/2023,20:30,MCAP AMB,Montipora,0
10/3/2023,20:45,MCAP AMB,Montipora,0
10/3/2023,21:00,MCAP AMB,Montipora,0
10/3/2023,21:15,MCAP AMB,Montipora,0
10/3/2023,21:30,MCAP AMB,Montipora,0
10/3/2023,21:45,MCAP AMB,Montipora,0
10/3/2023,22:00,MCAP AMB,Montipora,0
10/3/2023,22:15,MCAP AMB,Montipora,0
10/3/2023,22:30,MCAP AMB,Montipora,0
10/3/2023,22:45,MCAP AMB,Montipora,0
10/3/2023,23:00,MCAP AMB,Montipora,0
10/3/2023,23:15,MCAP AMB,Montipora,0
10/3/2023,23:30,MCAP AMB,Montipora,0
10/3/2023,23:45,MCAP AMB,Montipora,0
10/3/2023,0:00,MCAP AMB,Montipora,0
10/4/2023,0:15,MCAP AMB,Montipora,0
10/4/2023,0:30,MCAP AMB,Montipora,0
10/4/2023,0:45,MCAP AMB,Montipora,0
10/4/2023,1:00,MCAP AMB,Montipora,0
10/4/2023,1:15,MCAP AMB,Montipora,0
10/4/2023,1:30,MCAP AMB,Montipora,0
10/4/2023,1:45,MCAP AMB,Montipora,0
10/4/2023,2:00,MCAP AMB,Montipora,0
10/4/2023,2:15,MCAP AMB,Montipora,0
10/4/2023,2:30,MCAP AMB,Montipora,0
10/4/2023,2:45,MCAP AMB,Montipora,0
10/4/2023,3:00,MCAP AMB,Montipora,0
10/4/2023,3:15,MCAP AMB,Montipora,0
10/4/2023,3:30,MCAP AMB,Montipora,0
10/4/2023,3:45,MCAP AMB,Montipora,0
10/4/2023,4:00,MCAP AMB,Montipora,0
10/4/2023,4:15,MCAP AMB,Montipora,0
10/4/2023,4:30,MCAP AMB,Montipora,0
10/4/2023,4:45,MCAP AMB,Montipora,0
10/4/2023,5:00,MCAP AMB,Montipora,0
10/4/2023,5:15,MCAP AMB,Montipora,0
10/4/2023,5:30,MCAP AMB,Montipora,0
10/4/2023,5:45,MCAP AMB,Montipora,0
10/4/2023,6:00,MCAP AMB,Montipora,0
10/4/2023,6:15,MCAP AMB,Montipora,0
10/4/2023,6:30,MCAP AMB,Montipora,1.1
10/4/2023,6:45,MCAP AMB,Montipora,5.7
10/4/2023,7:00,MCAP AMB,Montipora,14.6
10/4/2023,7:15,MCAP AMB,Montipora,37.8
10/4/2023,7:30,MCAP AMB,Montipora,95.9
10/4/2023,7:45,MCAP AMB,Montipora,120.5
10/4/2023,8:00,MCAP AMB,Montipora,61.2
10/4/2023,8:15,MCAP AMB,Montipora,172.9
10/4/2023,8:30,MCAP AMB,Montipora,103.7
10/4/2023,8:45,MCAP AMB,Montipora,85.5
10/4/2023,9:00,MCAP AMB,Montipora,91.3
10/4/2023,9:15,MCAP AMB,Montipora,90.1
10/4/2023,9:30,MCAP AMB,Montipora,95.1
10/4/2023,9:45,MCAP AMB,Montipora,126.3
10/4/2023,10:00,MCAP AMB,Montipora,126.3
10/4/2023,10:15,MCAP AMB,Montipora,106.9
10/4/2023,10:30,MCAP AMB,Montipora,134.4
10/4/2023,10:45,MCAP AMB,Montipora,202.8
10/4/2023,11:00,MCAP AMB,Montipora,230
10/4/2023,11:15,MCAP AMB,Montipora,302.7
10/4/2023,11:30,MCAP AMB,Montipora,326.4
10/4/2023,11:45,MCAP AMB,Montipora,345.5
10/4/2023,12:00,MCAP AMB,Montipora,354.8
10/4/2023,12:15,MCAP AMB,Montipora,342.1
10/4/2023,12:30,MCAP AMB,Montipora,280.7
10/4/2023,12:45,MCAP AMB,Montipora,185.1
10/4/2023,13:00,MCAP AMB,Montipora,138
10/4/2023,13:15,MCAP AMB,Montipora,212.6
10/4/2023,13:30,MCAP AMB,Montipora,303.8
10/4/2023,13:45,MCAP AMB,Montipora,348.2
10/4/2023,14:00,MCAP AMB,Montipora,207.6
10/4/2023,14:15,MCAP AMB,Montipora,153.9
10/4/2023,14:30,MCAP AMB,Montipora,99.5
10/4/2023,14:45,MCAP AMB,Montipora,59.8
10/4/2023,15:00,MCAP AMB,Montipora,41
10/4/2023,15:15,MCAP AMB,Montipora,39.5
10/4/2023,15:30,MCAP AMB,Montipora,62.9
10/4/2023,15:45,MCAP AMB,Montipora,88.1
10/4/2023,16:00,MCAP AMB,Montipora,63.2
10/4/2023,16:15,MCAP AMB,Montipora,53.6
10/4/2023,16:30,MCAP AMB,Montipora,43.6
10/4/2023,16:45,MCAP AMB,Montipora,43.8
10/4/2023,17:00,MCAP AMB,Montipora,41.2
10/4/2023,17:15,MCAP AMB,Montipora,37.1
10/4/2023,17:30,MCAP AMB,Montipora,24.1
10/4/2023,17:45,MCAP AMB,Montipora,17.6
10/4/2023,18:00,MCAP AMB,Montipora,6.8
10/4/2023,18:15,MCAP AMB,Montipora,3.2
10/4/2023,18:30,MCAP AMB,Montipora,0.8
10/4/2023,18:45,MCAP AMB,Montipora,0
10/4/2023,19:00,MCAP AMB,Montipora,0
10/4/2023,19:15,MCAP AMB,Montipora,0
10/4/2023,19:30,MCAP AMB,Montipora,0
10/4/2023,19:45,MCAP AMB,Montipora,0
10/4/2023,20:00,MCAP AMB,Montipora,0
10/4/2023,20:15,MCAP AMB,Montipora,0
