Date,Time,Tank,Species,PAR
7/26/2023,4:30,PCOM HEAT,Porites,0
7/26/2023,4:45,PCOM HEAT,Porites,0
7/26/2023,5:00,PCOM HEAT,Porites,0
7/26/2023,5:15,PCOM HEAT,Porites,0
7/26/2023,5:30,PCOM HEAT,Porites,0
7/26/2023,5:45,PCOM HEAT,Porites,0
7/26/2023,6:00,PCOM HEAT,Porites,0.1
7/26/2023,6:15,PCOM HEAT,Porites,1.3
7/26/2023,6:30,PCOM HEAT,Porites,3.9
7/26/2023,6:45,PCOM HEAT,Porites,12.1
7/26/2023,7:00,PCOM HEAT,Porites,13.6
7/26/2023,7:15,PCOM HEAT,Porites,27.8
7/26/2023,7:30,PCOM HEAT,Porites,36.7
7/26/2023,7:45,PCOM HEAT,Porites,56.3
7/26/2023,8:00,PCOM HEAT,Porites,77.2
7/26/2023,8:15,PCOM HEAT,Porites,76
7/26/2023,8:30,PCOM HEAT,Porites,119.5
7/26/2023,8:45,PCOM HEAT,Porites,164
7/26/2023,9:00,PCOM HEAT,Porites,246
7/26/2023,9:15,PCOM HEAT,Porites,413.3
7/26/2023,9:30,PCOM HEAT,Porites,572.6
7/26/2023,9:45,PCOM HEAT,Porites,605.6
7/26/2023,10:00,PCOM HEAT,Porites,362.5
7/26/2023,10:15,PCOM HEAT,Porites,743.6
7/26/2023,10:30,PCOM HEAT,Porites,826.4
7/26/2023,10:45,PCOM HEAT,Porites,625.2
7/26/2023,11:00,PCOM HEAT,Porites,474.4
7/26/2023,11:15,PCOM HEAT,Porites,349.9
7/26/2023,11:30,PCOM HEAT,Porites,373.4
7/26/2023,11:45,PCOM HEAT,Porites,330.2
7/26/2023,12:00,PCOM HEAT,Porites,275.8
7/26/2023,12:15,PCOM HEAT,Porites,289.4
7/26/2023,12:30,PCOM HEAT,Porites,233.6
7/26/2023,12:45,PCOM HEAT,Porites,207.7
7/26/2023,13:00,PCOM HEAT,Porites,347.4
7/26/2023,13:15,PCOM HEAT,Porites,285.2
7/26/2023,13:30,PCOM HEAT,Porites,379.6
7/26/2023,13:45,PCOM HEAT,Porites,498.3
7/26/2023,14:00,PCOM HEAT,Porites,320.3
7/26/2023,14:15,PCOM HEAT,Porites,227.4
7/26/2023,14:30,PCOM HEAT,Porites,159.4
7/26/2023,14:45,PCOM HEAT,Porites,131.3
7/26/2023,15:00,PCOM HEAT,Porites,91.7
7/26/2023,15:15,PCOM HEAT,Porites,59.9
7/26/2023,15:30,PCOM HEAT,Porites,57.7
7/26/2023,15:45,PCOM HEAT,Porites,53.1
7/26/2023,16:00,PCOM HEAT,Porites,47.8
7/26/2023,16:15,PCOM HEAT,Porites,62.7
7/26/2023,16:30,PCOM HEAT,Porites,50.3
7/26/2023,16:45,PCOM HEAT,Porites,46.4
7/26/2023,17:00,PCOM HEAT,Porites,46.1
7/26/2023,17:15,PCOM HEAT,Porites,36.1
7/26/2023,17:30,PCOM HEAT,Porites,30.8
7/26/2023,17:45,PCOM HEAT,Porites,31.1
7/26/2023,18:00,PCOM HEAT,Porites,24.8
7/26/2023,18:15,PCOM HEAT,Porites,17.3
7/26/2023,18:30,PCOM HEAT,Porites,7
7/26/2023,18:45,PCOM HEAT,Porites,5.5
7/26/2023,19:00,PCOM HEAT,Porites,3
7/26/2023,19:15,PCOM HEAT,Porites,1.1
7/26/2023,19:30,PCOM HEAT,Porites,0.2
7/26/2023,19:45,PCOM HEAT,Porites,0
7/26/2023,20:00,PCOM HEAT,Porites,0
7/26/2023,20:15,PCOM HEAT,Porites,0
7/26/2023,20:30,PCOM HEAT,Porites,0
7/26/2023,20:45,PCOM HEAT,Porites,0
7/26/2023,21:00,PCOM HEAT,Porites,0
7/26/2023,21:15,PCOM HEAT,Porites,0
7/26/2023,21:30,PCOM HEAT,Porites,0
7/26/2023,21:45,PCOM HEAT,Porites,0
7/26/2023,22:00,PCOM HEAT,Porites,0
7/26/2023,22:15,PCOM HEAT,Porites,0
7/26/2023,22:30,PCOM HEAT,Porites,0
7/26/2023,22:45,PCOM HEAT,Porites,0
7/26/2023,23:00,PCOM HEAT,Porites,0
7/26/2023,23:15,PCOM HEAT,Porites,0
7/26/2023,23:30,PCOM HEAT,Porites,0
7/26/2023,23:45,PCOM HEAT,Porites,0
7/27/2023,0:00,PCOM HEAT,Porites,0
7/27/2023,0:15,PCOM HEAT,Porites,0
7/27/2023,0:30,PCOM HEAT,Porites,0
7/27/2023,0:45,PCOM HEAT,Porites,0
7/27/2023,1:00,PCOM HEAT,Porites,0
7/27/2023,1:15,PCOM HEAT,Porites,0
7/27/2023,1:30,PCOM HEAT,Porites,0
7/27/2023,1:45,PCOM HEAT,Porites,0
7/27/2023,2:00,PCOM HEAT,Porites,0
7/27/2023,2:15,PCOM HEAT,Porites,0
7/27/2023,2:30,PCOM HEAT,Porites,0
7/27/2023,2:45,PCOM HEAT,Porites,0
7/27/2023,3:00,PCOM HEAT,Porites,0
7/27/2023,3:15,PCOM HEAT,Porites,0
7/27/2023,3:30,PCOM HEAT,Porites,0
7/27/2023,3:45,PCOM HEAT,Porites,0
7/27/2023,4:00,PCOM HEAT,Porites,0
7/27/2023,4:15,PCOM HEAT,Porites,0
7/27/2023,4:30,PCOM HEAT,Porites,0
7/27/2023,4:45,PCOM HEAT,Porites,0
7/27/2023,5:00,PCOM HEAT,Porites,0
7/27/2023,5:15,PCOM HEAT,Porites,0
7/27/2023,5:30,PCOM HEAT,Porites,0
7/27/2023,5:45,PCOM HEAT,Porites,0
7/27/2023,6:00,PCOM HEAT,Porites,0.1
7/27/2023,6:15,PCOM HEAT,Porites,1.3
7/27/2023,6:30,PCOM HEAT,Porites,5
7/27/2023,6:45,PCOM HEAT,Porites,11.7
7/27/2023,7:00,PCOM HEAT,Porites,16
7/27/2023,7:15,PCOM HEAT,Porites,22.9
7/27/2023,7:30,PCOM HEAT,Porites,26.6
7/27/2023,7:45,PCOM HEAT,Porites,68.9
7/27/2023,8:00,PCOM HEAT,Porites,70.7
7/27/2023,8:15,PCOM HEAT,Porites,76.9
7/27/2023,8:30,PCOM HEAT,Porites,87.6
7/27/2023,8:45,PCOM HEAT,Porites,97.1
7/27/2023,9:00,PCOM HEAT,Porites,115.6
7/27/2023,9:15,PCOM HEAT,Porites,166.7
7/27/2023,9:30,PCOM HEAT,Porites,175.2
7/27/2023,9:45,PCOM HEAT,Porites,158.7
7/27/2023,10:00,PCOM HEAT,Porites,123.4
7/27/2023,10:15,PCOM HEAT,Porites,532.3
7/27/2023,10:30,PCOM HEAT,Porites,886.7
7/27/2023,10:45,PCOM HEAT,Porites,550.6
7/27/2023,11:00,PCOM HEAT,Porites,433.6
7/27/2023,11:15,PCOM HEAT,Porites,337.4
7/27/2023,11:30,PCOM HEAT,Porites,340.5
7/27/2023,11:45,PCOM HEAT,Porites,241.6
7/27/2023,12:00,PCOM HEAT,Porites,231.4
7/27/2023,12:15,PCOM HEAT,Porites,315
7/27/2023,12:30,PCOM HEAT,Porites,367.9
7/27/2023,12:45,PCOM HEAT,Porites,464.6
7/27/2023,13:00,PCOM HEAT,Porites,360.7
7/27/2023,13:15,PCOM HEAT,Porites,159.4
7/27/2023,13:30,PCOM HEAT,Porites,273.4
7/27/2023,13:45,PCOM HEAT,Porites,441.9
7/27/2023,14:00,PCOM HEAT,Porites,490.7
7/27/2023,14:15,PCOM HEAT,Porites,434.4
7/27/2023,14:30,PCOM HEAT,Porites,471.8
7/27/2023,14:45,PCOM HEAT,Porites,201.5
7/27/2023,15:00,PCOM HEAT,Porites,113.1
7/27/2023,15:15,PCOM HEAT,Porites,228.3
7/27/2023,15:30,PCOM HEAT,Porites,234
7/27/2023,15:45,PCOM HEAT,Porites,169.3
7/27/2023,16:00,PCOM HEAT,Porites,75.5
7/27/2023,16:15,PCOM HEAT,Porites,52.6
7/27/2023,16:30,PCOM HEAT,Porites,51.1
7/27/2023,16:45,PCOM HEAT,Porites,48.1
7/27/2023,17:00,PCOM HEAT,Porites,49.5
7/27/2023,17:15,PCOM HEAT,Porites,36.7
7/27/2023,17:30,PCOM HEAT,Porites,32.7
7/27/2023,17:45,PCOM HEAT,Porites,33.4
7/27/2023,18:00,PCOM HEAT,Porites,23.8
7/27/2023,18:15,PCOM HEAT,Porites,23.4
7/27/2023,18:30,PCOM HEAT,Porites,19
7/27/2023,18:45,PCOM HEAT,Porites,8.4
7/27/2023,19:00,PCOM HEAT,Porites,5
7/27/2023,19:15,PCOM HEAT,Porites,2.2
7/27/2023,19:30,PCOM HEAT,Porites,0.2
7/27/2023,19:45,PCOM HEAT,Porites,0
7/27/2023,20:00,PCOM HEAT,Porites,0
7/27/2023,20:15,PCOM HEAT,Porites,0
7/27/2023,20:30,PCOM HEAT,Porites,0
7/27/2023,20:45,PCOM HEAT,Porites,0
7/27/2023,21:00,PCOM HEAT,Porites,0
7/27/2023,21:15,PCOM HEAT,Porites,0
7/27/2023,21:30,PCOM HEAT,Porites,0
7/27/2023,21:45,PCOM HEAT,Porites,0
7/27/2023,22:00,PCOM HEAT,Porites,0
7/27/2023,22:15,PCOM HEAT,Porites,0
7/27/2023,22:30,PCOM HEAT,Porites,0
7/27/2023,22:45,PCOM HEAT,Porites,0
7/27/2023,23:00,PCOM HEAT,Porites,0
7/27/2023,23:15,PCOM HEAT,Porites,0
7/27/2023,23:30,PCOM HEAT,Porites,0
7/27/2023,23:45,PCOM HEAT,Porites,0
7/28/2023,0:00,PCOM HEAT,Porites,0
7/28/2023,0:15,PCOM HEAT,Porites,0
7/28/2023,0:30,PCOM HEAT,Porites,0
7/28/2023,0:45,PCOM HEAT,Porites,0
7/28/2023,1:00,PCOM HEAT,Porites,0
7/28/2023,1:15,PCOM HEAT,Porites,0
7/28/2023,1:30,PCOM HEAT,Porites,0
7/28/2023,1:45,PCOM HEAT,Porites,0
7/28/2023,2:00,PCOM HEAT,Porites,0
7/28/2023,2:15,PCOM HEAT,Porites,0
7/28/2023,2:30,PCOM HEAT,Porites,0
7/28/2023,2:45,PCOM HEAT,Porites,0
7/28/2023,3:00,PCOM HEAT,Porites,0
7/28/2023,3:15,PCOM HEAT,Porites,0
7/28/2023,3:30,PCOM HEAT,Porites,0
7/28/2023,3:45,PCOM HEAT,Porites,0
7/28/2023,4:00,PCOM HEAT,Porites,0
7/28/2023,4:15,PCOM HEAT,Porites,0
7/28/2023,4:30,PCOM HEAT,Porites,0
7/28/2023,4:45,PCOM HEAT,Porites,0
7/28/2023,5:00,PCOM HEAT,Porites,0
7/28/2023,5:15,PCOM HEAT,Porites,0
7/28/2023,5:30,PCOM HEAT,Porites,0
7/28/2023,5:45,PCOM HEAT,Porites,0
7/28/2023,6:00,PCOM HEAT,Porites,0.1
7/28/2023,6:15,PCOM HEAT,Porites,1.2
7/28/2023,6:30,PCOM HEAT,Porites,7.8
7/28/2023,6:45,PCOM HEAT,Porites,17.4
7/28/2023,7:00,PCOM HEAT,Porites,19.7
7/28/2023,7:15,PCOM HEAT,Porites,20.8
7/28/2023,7:30,PCOM HEAT,Porites,21.3
7/28/2023,7:45,PCOM HEAT,Porites,31.2
7/28/2023,8:00,PCOM HEAT,Porites,53.7
7/28/2023,8:15,PCOM HEAT,Porites,103.5
7/28/2023,8:30,PCOM HEAT,Porites,81.3
7/28/2023,8:45,PCOM HEAT,Porites,82.8
7/28/2023,9:00,PCOM HEAT,Porites,91.6
7/28/2023,9:15,PCOM HEAT,Porites,122.4
7/28/2023,9:30,PCOM HEAT,Porites,128.7
7/28/2023,9:45,PCOM HEAT,Porites,113.7
7/28/2023,10:00,PCOM HEAT,Porites,93.7
7/28/2023,10:15,PCOM HEAT,Porites,248.5
7/28/2023,10:30,PCOM HEAT,Porites,780.2
7/28/2023,10:45,PCOM HEAT,Porites,603.4
7/28/2023,11:00,PCOM HEAT,Porites,457
7/28/2023,11:15,PCOM HEAT,Porites,345.7
7/28/2023,11:30,PCOM HEAT,Porites,355.5
7/28/2023,11:45,PCOM HEAT,Porites,367.9
7/28/2023,12:00,PCOM HEAT,Porites,372.3
7/28/2023,12:15,PCOM HEAT,Porites,275.1
7/28/2023,12:30,PCOM HEAT,Porites,216.1
7/28/2023,12:45,PCOM HEAT,Porites,231.9
7/28/2023,13:00,PCOM HEAT,Porites,299.4
7/28/2023,13:15,PCOM HEAT,Porites,180.8
7/28/2023,13:30,PCOM HEAT,Porites,249.7
7/28/2023,13:45,PCOM HEAT,Porites,116
7/28/2023,14:00,PCOM HEAT,Porites,186.8
7/28/2023,14:15,PCOM HEAT,Porites,210
7/28/2023,14:30,PCOM HEAT,Porites,213.1
7/28/2023,14:45,PCOM HEAT,Porites,121.5
7/28/2023,15:00,PCOM HEAT,Porites,92.2
7/28/2023,15:15,PCOM HEAT,Porites,75.1
7/28/2023,15:30,PCOM HEAT,Porites,82.9
7/28/2023,15:45,PCOM HEAT,Porites,50.5
7/28/2023,16:00,PCOM HEAT,Porites,46.6
7/28/2023,16:15,PCOM HEAT,Porites,46.7
7/28/2023,16:30,PCOM HEAT,Porites,35.2
7/28/2023,16:45,PCOM HEAT,Porites,33.9
7/28/2023,17:00,PCOM HEAT,Porites,33.9
7/28/2023,17:15,PCOM HEAT,Porites,26.6
7/28/2023,17:30,PCOM HEAT,Porites,21.8
7/28/2023,17:45,PCOM HEAT,Porites,16.7
7/28/2023,18:00,PCOM HEAT,Porites,13.1
7/28/2023,18:15,PCOM HEAT,Porites,11.6
7/28/2023,18:30,PCOM HEAT,Porites,10.1
7/28/2023,18:45,PCOM HEAT,Porites,8.8
7/28/2023,19:00,PCOM HEAT,Porites,4.6
7/28/2023,19:15,PCOM HEAT,Porites,2
7/28/2023,19:30,PCOM HEAT,Porites,0.3
7/28/2023,19:45,PCOM HEAT,Porites,0
7/28/2023,20:00,PCOM HEAT,Porites,0
7/28/2023,20:15,PCOM HEAT,Porites,0
7/28/2023,20:30,PCOM HEAT,Porites,0
7/28/2023,20:45,PCOM HEAT,Porites,0
7/28/2023,21:00,PCOM HEAT,Porites,0
7/28/2023,21:15,PCOM HEAT,Porites,0
7/28/2023,21:30,PCOM HEAT,Porites,0
7/28/2023,21:45,PCOM HEAT,Porites,0
7/28/2023,22:00,PCOM HEAT,Porites,0
7/28/2023,22:15,PCOM HEAT,Porites,0
7/28/2023,22:30,PCOM HEAT,Porites,0
7/28/2023,22:45,PCOM HEAT,Porites,0
7/28/2023,23:00,PCOM HEAT,Porites,0
7/28/2023,23:15,PCOM HEAT,Porites,0
7/28/2023,23:30,PCOM HEAT,Porites,0
7/28/2023,23:45,PCOM HEAT,Porites,0
7/29/2023,0:00,PCOM HEAT,Porites,0
7/29/2023,0:15,PCOM HEAT,Porites,0
7/29/2023,0:30,PCOM HEAT,Porites,0
7/29/2023,0:45,PCOM HEAT,Porites,0
7/29/2023,1:00,PCOM HEAT,Porites,0
7/29/2023,1:15,PCOM HEAT,Porites,0
7/29/2023,1:30,PCOM HEAT,Porites,0
7/29/2023,1:45,PCOM HEAT,Porites,0
7/29/2023,2:00,PCOM HEAT,Porites,0
7/29/2023,2:15,PCOM HEAT,Porites,0
7/29/2023,2:30,PCOM HEAT,Porites,0
7/29/2023,2:45,PCOM HEAT,Porites,0
7/29/2023,3:00,PCOM HEAT,Porites,0
7/29/2023,3:15,PCOM HEAT,Porites,0
7/29/2023,3:30,PCOM HEAT,Porites,0
7/29/2023,3:45,PCOM HEAT,Porites,0
7/29/2023,4:00,PCOM HEAT,Porites,0
7/29/2023,4:15,PCOM HEAT,Porites,0
7/29/2023,4:30,PCOM HEAT,Porites,0
7/29/2023,4:45,PCOM HEAT,Porites,0
7/29/2023,5:00,PCOM HEAT,Porites,0
7/29/2023,5:15,PCOM HEAT,Porites,0
7/29/2023,5:30,PCOM HEAT,Porites,0
7/29/2023,5:45,PCOM HEAT,Porites,0
7/29/2023,6:00,PCOM HEAT,Porites,0
7/29/2023,6:15,PCOM HEAT,Porites,0.7
7/29/2023,6:30,PCOM HEAT,Porites,3.5
7/29/2023,6:45,PCOM HEAT,Porites,16.9
7/29/2023,7:00,PCOM HEAT,Porites,21.3
7/29/2023,7:15,PCOM HEAT,Porites,23
7/29/2023,7:30,PCOM HEAT,Porites,32.5
7/29/2023,7:45,PCOM HEAT,Porites,57.7
7/29/2023,8:00,PCOM HEAT,Porites,78.8
7/29/2023,8:15,PCOM HEAT,Porites,81
7/29/2023,8:30,PCOM HEAT,Porites,75.5
7/29/2023,8:45,PCOM HEAT,Porites,100
7/29/2023,9:00,PCOM HEAT,Porites,141.8
7/29/2023,9:15,PCOM HEAT,Porites,152.7
7/29/2023,9:30,PCOM HEAT,Porites,96.4
7/29/2023,9:45,PCOM HEAT,Porites,129.2
7/29/2023,10:00,PCOM HEAT,Porites,205.4
7/29/2023,10:15,PCOM HEAT,Porites,336.2
7/29/2023,10:30,PCOM HEAT,Porites,591.7
7/29/2023,10:45,PCOM HEAT,Porites,322.4
7/29/2023,11:00,PCOM HEAT,Porites,433.3
7/29/2023,11:15,PCOM HEAT,Porites,331.4
7/29/2023,11:30,PCOM HEAT,Porites,377.8
7/29/2023,11:45,PCOM HEAT,Porites,362.9
7/29/2023,12:00,PCOM HEAT,Porites,333.3
7/29/2023,12:15,PCOM HEAT,Porites,332
7/29/2023,12:30,PCOM HEAT,Porites,328.8
7/29/2023,12:45,PCOM HEAT,Porites,266.4
7/29/2023,13:00,PCOM HEAT,Porites,308.9
7/29/2023,13:15,PCOM HEAT,Porites,328.3
7/29/2023,13:30,PCOM HEAT,Porites,357.4
7/29/2023,13:45,PCOM HEAT,Porites,277.8
7/29/2023,14:00,PCOM HEAT,Porites,256.9
7/29/2023,14:15,PCOM HEAT,Porites,229.7
7/29/2023,14:30,PCOM HEAT,Porites,187.4
7/29/2023,14:45,PCOM HEAT,Porites,93.5
7/29/2023,15:00,PCOM HEAT,Porites,68.3
7/29/2023,15:15,PCOM HEAT,Porites,70.7
7/29/2023,15:30,PCOM HEAT,Porites,49.3
7/29/2023,15:45,PCOM HEAT,Porites,85.9
7/29/2023,16:00,PCOM HEAT,Porites,61.6
7/29/2023,16:15,PCOM HEAT,Porites,40.2
7/29/2023,16:30,PCOM HEAT,Porites,64.4
7/29/2023,16:45,PCOM HEAT,Porites,51.2
7/29/2023,17:00,PCOM HEAT,Porites,39.7
7/29/2023,17:15,PCOM HEAT,Porites,30.2
7/29/2023,17:30,PCOM HEAT,Porites,32.6
7/29/2023,17:45,PCOM HEAT,Porites,15.2
7/29/2023,18:00,PCOM HEAT,Porites,19.9
7/29/2023,18:15,PCOM HEAT,Porites,14.9
7/29/2023,18:30,PCOM HEAT,Porites,10.6
7/29/2023,18:45,PCOM HEAT,Porites,7.7
7/29/2023,19:00,PCOM HEAT,Porites,4.2
7/29/2023,19:15,PCOM HEAT,Porites,1.8
7/29/2023,19:30,PCOM HEAT,Porites,0.3
7/29/2023,19:45,PCOM HEAT,Porites,0
7/29/2023,20:00,PCOM HEAT,Porites,0
7/29/2023,20:15,PCOM HEAT,Porites,0
7/29/2023,20:30,PCOM HEAT,Porites,0
7/29/2023,20:45,PCOM HEAT,Porites,0
7/29/2023,21:00,PCOM HEAT,Porites,0
7/29/2023,21:15,PCOM HEAT,Porites,0
7/29/2023,21:30,PCOM HEAT,Porites,0
7/29/2023,21:45,PCOM HEAT,Porites,0
7/29/2023,22:00,PCOM HEAT,Porites,0
7/29/2023,22:15,PCOM HEAT,Porites,0
7/29/2023,22:30,PCOM HEAT,Porites,0
7/29/2023,22:45,PCOM HEAT,Porites,0
7/29/2023,23:00,PCOM HEAT,Porites,0
7/29/2023,23:15,PCOM HEAT,Porites,0
7/29/2023,23:30,PCOM HEAT,Porites,0
7/29/2023,23:45,PCOM HEAT,Porites,0
7/30/2023,0:00,PCOM HEAT,Porites,0
7/30/2023,0:15,PCOM HEAT,Porites,0
7/30/2023,0:30,PCOM HEAT,Porites,0
7/30/2023,0:45,PCOM HEAT,Porites,0
7/30/2023,1:00,PCOM HEAT,Porites,0
7/30/2023,1:15,PCOM HEAT,Porites,0
7/30/2023,1:30,PCOM HEAT,Porites,0
7/30/2023,1:45,PCOM HEAT,Porites,0
7/30/2023,2:00,PCOM HEAT,Porites,0
7/30/2023,2:15,PCOM HEAT,Porites,0
7/30/2023,2:30,PCOM HEAT,Porites,0
7/30/2023,2:45,PCOM HEAT,Porites,0
7/30/2023,3:00,PCOM HEAT,Porites,0
7/30/2023,3:15,PCOM HEAT,Porites,0
7/30/2023,3:30,PCOM HEAT,Porites,0
7/30/2023,3:45,PCOM HEAT,Porites,0
7/30/2023,4:00,PCOM HEAT,Porites,0
7/30/2023,4:15,PCOM HEAT,Porites,0
7/30/2023,4:30,PCOM HEAT,Porites,0
7/30/2023,4:45,PCOM HEAT,Porites,0
7/30/2023,5:00,PCOM HEAT,Porites,0
7/30/2023,5:15,PCOM HEAT,Porites,0
7/30/2023,5:30,PCOM HEAT,Porites,0
7/30/2023,5:45,PCOM HEAT,Porites,0
7/30/2023,6:00,PCOM HEAT,Porites,0.2
7/30/2023,6:15,PCOM HEAT,Porites,1.5
7/30/2023,6:30,PCOM HEAT,Porites,6.4
7/30/2023,6:45,PCOM HEAT,Porites,11
7/30/2023,7:00,PCOM HEAT,Porites,27.8
7/30/2023,7:15,PCOM HEAT,Porites,46.5
7/30/2023,7:30,PCOM HEAT,Porites,50.5
7/30/2023,7:45,PCOM HEAT,Porites,55.8
7/30/2023,8:00,PCOM HEAT,Porites,51.2
7/30/2023,8:15,PCOM HEAT,Porites,73.9
7/30/2023,8:30,PCOM HEAT,Porites,86.5
7/30/2023,8:45,PCOM HEAT,Porites,98
7/30/2023,9:00,PCOM HEAT,Porites,100.4
7/30/2023,9:15,PCOM HEAT,Porites,100.2
7/30/2023,9:30,PCOM HEAT,Porites,130.1
7/30/2023,9:45,PCOM HEAT,Porites,111.4
7/30/2023,10:00,PCOM HEAT,Porites,96.4
7/30/2023,10:15,PCOM HEAT,Porites,275.6
7/30/2023,10:30,PCOM HEAT,Porites,761.5
7/30/2023,10:45,PCOM HEAT,Porites,595.6
7/30/2023,11:00,PCOM HEAT,Porites,415.3
7/30/2023,11:15,PCOM HEAT,Porites,329.6
7/30/2023,11:30,PCOM HEAT,Porites,330.1
7/30/2023,11:45,PCOM HEAT,Porites,327.7
7/30/2023,12:00,PCOM HEAT,Porites,360.6
7/30/2023,12:15,PCOM HEAT,Porites,308.6
7/30/2023,12:30,PCOM HEAT,Porites,368
7/30/2023,12:45,PCOM HEAT,Porites,241.9
7/30/2023,13:00,PCOM HEAT,Porites,260.5
7/30/2023,13:15,PCOM HEAT,Porites,304.1
7/30/2023,13:30,PCOM HEAT,Porites,230.6
7/30/2023,13:45,PCOM HEAT,Porites,224.7
7/30/2023,14:00,PCOM HEAT,Porites,111.1
7/30/2023,14:15,PCOM HEAT,Porites,126.2
7/30/2023,14:30,PCOM HEAT,Porites,59.1
7/30/2023,14:45,PCOM HEAT,Porites,73.7
7/30/2023,15:00,PCOM HEAT,Porites,63.2
7/30/2023,15:15,PCOM HEAT,Porites,54.4
7/30/2023,15:30,PCOM HEAT,Porites,66.5
7/30/2023,15:45,PCOM HEAT,Porites,53.8
7/30/2023,16:00,PCOM HEAT,Porites,53.5
7/30/2023,16:15,PCOM HEAT,Porites,45.4
7/30/2023,16:30,PCOM HEAT,Porites,42.8
7/30/2023,16:45,PCOM HEAT,Porites,49
7/30/2023,17:00,PCOM HEAT,Porites,35.7
7/30/2023,17:15,PCOM HEAT,Porites,31.9
7/30/2023,17:30,PCOM HEAT,Porites,25.4
7/30/2023,17:45,PCOM HEAT,Porites,28.5
7/30/2023,18:00,PCOM HEAT,Porites,20.4
7/30/2023,18:15,PCOM HEAT,Porites,15.1
7/30/2023,18:30,PCOM HEAT,Porites,15.2
7/30/2023,18:45,PCOM HEAT,Porites,7
7/30/2023,19:00,PCOM HEAT,Porites,2.3
7/30/2023,19:15,PCOM HEAT,Porites,0.9
7/30/2023,19:30,PCOM HEAT,Porites,0.1
7/30/2023,19:45,PCOM HEAT,Porites,0
7/30/2023,20:00,PCOM HEAT,Porites,0
7/30/2023,20:15,PCOM HEAT,Porites,0
7/30/2023,20:30,PCOM HEAT,Porites,0
7/30/2023,20:45,PCOM HEAT,Porites,0
7/30/2023,21:00,PCOM HEAT,Porites,0
7/30/2023,21:15,PCOM HEAT,Porites,0
7/30/2023,21:30,PCOM HEAT,Porites,0
7/30/2023,21:45,PCOM HEAT,Porites,0
7/30/2023,22:00,PCOM HEAT,Porites,0
7/30/2023,22:15,PCOM HEAT,Porites,0
7/30/2023,22:30,PCOM HEAT,Porites,0
7/30/2023,22:45,PCOM HEAT,Porites,0
7/30/2023,23:00,PCOM HEAT,Porites,0
7/30/2023,23:15,PCOM HEAT,Porites,0
7/30/2023,23:30,PCOM HEAT,Porites,0
7/30/2023,23:45,PCOM HEAT,Porites,0
7/31/2023,0:00,PCOM HEAT,Porites,0
7/31/2023,0:15,PCOM HEAT,Porites,0
7/31/2023,0:30,PCOM HEAT,Porites,0
7/31/2023,0:45,PCOM HEAT,Porites,0
7/31/2023,1:00,PCOM HEAT,Porites,0
7/31/2023,1:15,PCOM HEAT,Porites,0
7/31/2023,1:30,PCOM HEAT,Porites,0
7/31/2023,1:45,PCOM HEAT,Porites,0
7/31/2023,2:00,PCOM HEAT,Porites,0
7/31/2023,2:15,PCOM HEAT,Porites,0
7/31/2023,2:30,PCOM HEAT,Porites,0
7/31/2023,2:45,PCOM HEAT,Porites,0
7/31/2023,3:00,PCOM HEAT,Porites,0
7/31/2023,3:15,PCOM HEAT,Porites,0
7/31/2023,3:30,PCOM HEAT,Porites,0
7/31/2023,3:45,PCOM HEAT,Porites,0
7/31/2023,4:00,PCOM HEAT,Porites,0
7/31/2023,4:15,PCOM HEAT,Porites,0
7/31/2023,4:30,PCOM HEAT,Porites,0
7/31/2023,4:45,PCOM HEAT,Porites,0
7/31/2023,5:00,PCOM HEAT,Porites,0
7/31/2023,5:15,PCOM HEAT,Porites,0
7/31/2023,5:30,PCOM HEAT,Porites,0
7/31/2023,5:45,PCOM HEAT,Porites,0
7/31/2023,6:00,PCOM HEAT,Porites,0.2
7/31/2023,6:15,PCOM HEAT,Porites,2
7/31/2023,6:30,PCOM HEAT,Porites,9.1
7/31/2023,6:45,PCOM HEAT,Porites,22.8
7/31/2023,7:00,PCOM HEAT,Porites,20.2
7/31/2023,7:15,PCOM HEAT,Porites,19.8
7/31/2023,7:30,PCOM HEAT,Porites,26.9
7/31/2023,7:45,PCOM HEAT,Porites,42.4
7/31/2023,8:00,PCOM HEAT,Porites,66.3
7/31/2023,8:15,PCOM HEAT,Porites,62.8
7/31/2023,8:30,PCOM HEAT,Porites,82.8
7/31/2023,8:45,PCOM HEAT,Porites,98.3
7/31/2023,9:00,PCOM HEAT,Porites,110.5
7/31/2023,9:15,PCOM HEAT,Porites,97.5
7/31/2023,9:30,PCOM HEAT,Porites,129.9
7/31/2023,9:45,PCOM HEAT,Porites,143.9
7/31/2023,10:00,PCOM HEAT,Porites,134.9
7/31/2023,10:15,PCOM HEAT,Porites,164.5
7/31/2023,10:30,PCOM HEAT,Porites,173.6
7/31/2023,10:45,PCOM HEAT,Porites,84.1
7/31/2023,11:00,PCOM HEAT,Porites,131.6
7/31/2023,11:15,PCOM HEAT,Porites,132.7
7/31/2023,11:30,PCOM HEAT,Porites,190.1
7/31/2023,11:45,PCOM HEAT,Porites,210
7/31/2023,12:00,PCOM HEAT,Porites,282
7/31/2023,12:15,PCOM HEAT,Porites,301.4
7/31/2023,12:30,PCOM HEAT,Porites,313.1
7/31/2023,12:45,PCOM HEAT,Porites,312.1
7/31/2023,13:00,PCOM HEAT,Porites,299.2
7/31/2023,13:15,PCOM HEAT,Porites,307.1
