Frag_ID,Species,Genotype,Timepoint,Treatment,Temperature,T-T,Chl-a 1,Chl-a 2,Chl-c2 1,Chl-c2 2,Chl1,Chl2,Total_Chl_ug.mL,SD,CV,Slurry_Vol.mL
M-3-4,Montipora,3,T2,Control,Heated,C_HEAT,1.35811831,1.348188732,0.405578873,0.420092958,1.763697183,1.76828169,1.765989437,0.003241736,0.001835649,25
M-4-4,Montipora,4,T2,Control,Heated,C_HEAT,0.62731831,0.66981831,0.228688732,0.120519718,0.856007042,0.790338028,0.823172535,0.046435005,0.056409809,25
M-5-4,Montipora,5,T2,Control,Heated,C_HEAT,0.845319718,0.848359155,0.401814085,0.408422535,1.247133803,1.25678169,1.251957746,0.006822087,0.005449135,25
M-6-4,Montipora,6,T2,Control,Heated,C_HEAT,1.016119718,1.040177465,0.476323944,0.472470423,1.492443662,1.512647887,1.502545775,0.014286545,0.009508226,25
M-7-30,Montipora,7,T2,Control,Heated,C_HEAT,0.1848,0.155023944,0.293488732,0.26886338,0.478288732,0.423887324,0.451088028,0.038467605,0.085277379,25
M-8-4,Montipora,8,T2,Control,Heated,C_HEAT,2.353347887,2.52126338,0.684046479,0.880652113,3.037394366,3.401915493,3.21965493,0.257755361,0.080056828,25
M-9-4,Montipora,9,T2,Control,Heated,C_HEAT,1.958339437,2.052897183,0.631512676,0.957447887,2.589852113,3.01034507,2.800098592,0.297333422,0.106186769,25
M-1-19,Montipora,1,T2,Effluent,Heated,E_HEAT,0.695395775,0.737394366,0.119970423,0.303549296,0.815366197,1.040943662,0.92815493,0.159507355,0.171854235,25
M-2-19,Montipora,2,T2,Effluent,Heated,E_HEAT,1.0966,1.177092958,0.518928169,0.493364789,1.615528169,1.670457746,1.642992958,0.038841077,0.02364044,25
M-3-19,Montipora,3,T2,Effluent,Heated,E_HEAT,1.010967606,1.084402817,0.288616901,0.223639437,1.299584507,1.308042254,1.30381338,0.00598053,0.004586952,25
M-4-19,Montipora,4,T2,Effluent,Heated,E_HEAT,1.035643662,1.053930986,0.326222535,0.093202817,1.361866197,1.147133803,1.2545,0.151838732,0.121035259,25
M-5-19,Montipora,5,T2,Effluent,Heated,E_HEAT,1.457814085,1.540277465,0.514030986,0.472694366,1.97184507,2.012971831,1.992408451,0.029081011,0.014595908,25
M-6-19,Montipora,6,T2,Effluent,Heated,E_HEAT,0.923584507,0.993607042,0.335302817,0.347146479,1.258887324,1.340753521,1.299820423,0.057888143,0.044535493,25
M-7-19,Montipora,7,T2,Effluent,Heated,E_HEAT,0.25876338,0.272428169,0.273785916,0.371691549,0.532549296,0.644119718,0.588334507,0.078892202,0.134094127,25
M-8-19,Montipora,8,T2,Effluent,Heated,E_HEAT,1.96364507,2.153776056,0.474566197,0.474773239,2.438211268,2.628549296,2.533380282,0.13458931,0.053126375,25
M-9-30,Montipora,9,T2,Effluent,Heated,E_HEAT,3.769033803,4.102957746,0.749459155,0.817605634,4.518492958,4.92056338,4.719528169,0.284306722,0.060240497,25
M-1-14,Montipora,1,T2,Guano,Heated,G_HEAT,0.398653521,0.416967606,0.168769014,0.272771831,0.567422535,0.689739437,0.628580986,0.08649111,0.137597402,25
M-2-14,Montipora,2,T2,Guano,Heated,G_HEAT,1.020176056,1.098235211,0.304626761,0.38208169,1.324802817,1.480316901,1.402559859,0.109965064,0.078403116,25
M-3-14,Montipora,3,T2,Guano,Heated,G_HEAT,0.892571831,1.039030986,0.227759155,0.38573662,1.120330986,1.424767606,1.272549296,0.215269198,0.16916374,25
M-4-14,Montipora,4,T2,Guano,Heated,G_HEAT,0.794190141,0.670088732,0.266577465,0.109073239,1.060767606,0.779161972,0.919964789,0.199125253,0.216448777,25
M-5-14,Montipora,5,T2,Guano,Heated,G_HEAT,1.578825352,1.629901408,0.937597183,0.398788732,2.516422535,2.028690141,2.272556338,0.344878884,0.151758123,25
M-6-14,Montipora,6,T2,Guano,Heated,G_HEAT,1.230153521,1.409273239,0.343973239,0.404480282,1.574126761,1.813753521,1.693940141,0.169441707,0.100028155,25
M-7-14,Montipora,7,T2,Guano,Heated,G_HEAT,0.276329578,0.314670423,0.071290141,0.206801409,0.347619718,0.521471831,0.434545775,0.122932008,0.282897718,25
M-8-30,Montipora,8,T2,Guano,Heated,G_HEAT,2.782923944,2.8739,0.964174648,0.83303662,3.747098592,3.70693662,3.727017606,0.028398803,0.007619712,25
M-9-14,Montipora,9,T2,Guano,Heated,G_HEAT,1.623487324,1.715416901,0.264498592,0.295892958,1.887985915,2.011309859,1.949647887,0.087203197,0.044727665,25
M-1-9,Montipora,1,T2,Inorganic,Heated,I_HEAT,0.648066197,0.67454507,0.229673239,0.190969014,0.877739437,0.865514085,0.871626761,0.008644629,0.009917811,25
M-2-9,Montipora,2,T2,Inorganic,Heated,I_HEAT,1.614433803,1.796953521,0.377192958,0.429046479,1.991626761,2.226,2.10881338,0.165726907,0.078587754,25
M-3-9,Montipora,3,T2,Inorganic,Heated,I_HEAT,1.524667606,1.673470423,0.254226761,0.313001409,1.778894366,1.986471831,1.882683099,0.146779433,0.077962899,25
M-4-9,Montipora,4,T2,Inorganic,Heated,I_HEAT,0.679812676,0.75438169,0.238525352,0.328449296,0.918338028,1.082830986,1.000584507,0.116314086,0.116246139,25
M-5-9,Montipora,5,T2,Inorganic,Heated,I_HEAT,1.623539437,1.601992958,0.465185916,0.430373239,2.088725352,2.032366197,2.060545775,0.039851941,0.019340478,25
M-6-9,Montipora,6,T2,Inorganic,Heated,I_HEAT,0.56098169,0.475129578,1.075292958,0.583757747,1.636274648,1.058887324,1.347580986,0.408274492,0.302968427,25
M-7-9,Montipora,7,T2,Inorganic,Heated,I_HEAT,0.321214085,0.487235211,0.606130986,0.409504225,0.92734507,0.896739437,0.912042254,0.021641451,0.023728562,25
M-8-9,Montipora,8,T2,Inorganic,Heated,I_HEAT,2.910153521,3.10141831,0.651114085,0.806222535,3.561267606,3.907640845,3.734454225,0.244922866,0.065584648,25
M-9-9,Montipora,9,T2,Inorganic,Heated,I_HEAT,0.930422535,0.981191549,0.113492958,0.263991549,1.043915493,1.245183099,1.144549296,0.142317689,0.12434387,25
M-1-26,Montipora,1,T2,Control,Ambient,C_AMB,3.122139437,3.472342254,0.470184507,0.525587324,3.592323944,3.997929577,3.795126761,0.286806494,0.07557231,25
M-2-26,Montipora,2,T2,Control,Ambient,C_AMB,2.785408451,3.391876056,0.588485916,0.888173239,3.373894366,4.280049296,3.826971831,0.640748296,0.167429582,25
M-3-26,Montipora,3,T2,Control,Ambient,C_AMB,3.871369014,4.072769014,0.610926761,0.60755493,4.482295775,4.680323944,4.581309859,0.140027061,0.030564853,25
M-4-26,Montipora,4,T2,Control,Ambient,C_AMB,0.595223944,0.676129578,0.166930986,0.326792958,0.76215493,1.002922535,0.882538732,0.170248407,0.192907575,25
M-5-26,Montipora,5,T2,Control,Ambient,C_AMB,3.312825352,3.5567,0.852688732,0.877483099,4.165514085,4.434183099,4.299848592,0.189977682,0.044182412,25
M-6-26,Montipora,6,T2,Control,Ambient,C_AMB,1.745425352,1.916946479,0.513574648,0.557560563,2.259,2.474507042,2.366753521,0.152386491,0.064386295,25
M-7-26,Montipora,7,T2,Control,Ambient,C_AMB,2.182676056,2.174987324,0.40121831,0.388512676,2.583894366,2.5635,2.573697183,0.014420995,0.005603221,25
M-8-26,Montipora,8,T2,Control,Ambient,C_AMB,2.017761972,1.969285915,0.415723944,0.438692958,2.433485915,2.407978873,2.420732394,0.018036203,0.007450721,25
M-9-26,Montipora,9,T2,Control,Ambient,C_AMB,1.336391549,1.501035211,0.378397183,0.375338028,1.714788732,1.876373239,1.795580986,0.114257501,0.063632608,25
M-1-30,Montipora,1,T2,Effluent,Ambient,E_AMB,2.788125352,3.147369014,0.405853521,0.416729578,3.193978873,3.564098592,3.379038732,0.261714163,0.077452253,25
M-2-29,Montipora,2,T2,Effluent,Ambient,E_AMB,1.445953521,1.528892958,0.813173239,0.616423944,2.259126761,2.145316901,2.202221831,0.080475723,0.036542969,25
M-3-29,Montipora,3,T2,Effluent,Ambient,E_AMB,3.024761972,3.153976056,0.398864789,0.475221127,3.423626761,3.629197183,3.526411972,0.14536024,0.041220436,25
M-4-29,Montipora,4,T2,Effluent,Ambient,E_AMB,0.935059155,1.036467606,0.187757747,0.223715493,1.122816901,1.260183099,1.1915,0.09713257,0.08152125,25
BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0.044109859,0.031643662,-0.108680282,0.080835211,-0.064570423,0.112478873,0.023954225,0.125192758,5.226332967,25
M-5-29,Montipora,5,T2,Effluent,Ambient,E_AMB,1.313595775,1.680605634,0.328833803,0.416767606,1.642429577,2.097373239,1.869901408,0.321693748,0.172037813,25
M-6-29,Montipora,6,T2,Effluent,Ambient,E_AMB,1.258847887,1.444304225,0.414384507,0.544829578,1.673232394,1.989133803,1.831183099,0.223376028,0.12198454,25
M-7-29,Montipora,7,T2,Effluent,Ambient,E_AMB,0.931298592,1.103180282,0.211673239,0.240397183,1.142971831,1.343577465,1.243274648,0.141849604,0.114093539,25
M-8-29,Montipora,8,T2,Effluent,Ambient,E_AMB,2.333449296,2.498440845,0.444219718,0.494066197,2.777669014,2.992507042,2.885088028,0.151913427,0.052654694,25
M-9-29,Montipora,9,T2,Effluent,Ambient,E_AMB,2.871104225,3.126608451,0.477959155,0.483912676,3.34906338,3.610521127,3.479792254,0.184878546,0.053129191,25
M-1-28,Montipora,1,T2,Guano,Ambient,G_AMB,2.512491549,2.784326761,0.440374648,0.634271831,2.952866197,3.418598592,3.185732394,0.329322534,0.103374199,25
M-2-28,Montipora,2,T2,Guano,Ambient,G_AMB,2.60734507,2.873371831,0.618528169,0.787761972,3.225873239,3.661133803,3.443503521,0.307775696,0.08937865,25
M-3-28,Montipora,3,T2,Guano,Ambient,G_AMB,4.409101408,4.258933803,0.70901831,0.775643662,5.118119718,5.034577465,5.076348592,0.059073294,0.011636966,25
M-4-28,Montipora,4,T2,Guano,Ambient,G_AMB,1.647301408,1.819839437,0.609114085,0.474794366,2.256415493,2.294633803,2.275524648,0.027024426,0.01187613,25
M-5-28,Montipora,5,T2,Guano,Ambient,G_AMB,2.222614085,2.360688732,0.604385916,0.643846479,2.827,3.004535211,2.915767606,0.125536352,0.043054306,25
M-6-28,Montipora,6,T2,Guano,Ambient,G_AMB,2.34935493,2.31025493,0.514905634,0.614421127,2.864260563,2.924676056,2.89446831,0.042720205,0.014759258,25
M-7-28,Montipora,7,T2,Guano,Ambient,G_AMB,0.841507042,0.837939437,0.225042254,0.173159155,1.066549296,1.011098592,1.038823944,0.039209569,0.037744191,25
M-8-28,Montipora,8,T2,Guano,Ambient,G_AMB,2.240670423,2.449423944,0.651667606,0.539928169,2.892338028,2.989352113,2.94084507,0.068599317,0.023326396,25
M-9-28,Montipora,9,T2,Guano,Ambient,G_AMB,2.025090141,2.175347887,0.443691549,0.373250704,2.46878169,2.548598592,2.508690141,0.056439072,0.022497427,25
M-1-27,Montipora,1,T2,Inorganic,Ambient,I_AMB,1.903847887,2.013923944,0.300426761,0.375287324,2.204274648,2.389211268,2.296742958,0.130769938,0.056937124,25
M-2-27,Montipora,2,T2,Inorganic,Ambient,I_AMB,1.802246479,1.76796338,0.340267606,0.506416901,2.142514085,2.274380282,2.208447183,0.093243482,0.042221287,25
M-3-27,Montipora,3,T2,Inorganic,Ambient,I_AMB,5.284376056,5.835721127,0.654469014,0.649778873,5.93884507,6.4855,6.212172535,0.386543408,0.062223547,25
M-4-27,Montipora,4,T2,Inorganic,Ambient,I_AMB,0.923970423,1.017677465,0.183705634,0.275125352,1.107676056,1.292802817,1.200239437,0.130904388,0.109065228,25
M-5-27,Montipora,5,T2,Inorganic,Ambient,I_AMB,0.85956338,0.93003662,0.272323944,0.265090141,1.131887324,1.195126761,1.163507042,0.044717034,0.038432973,25
M-6-27,Montipora,6,T2,Inorganic,Ambient,I_AMB,1.274264789,1.389105634,0.708650704,0.649457747,1.982915493,2.03856338,2.010739437,0.039348998,0.019569417,25
M-7-27,Montipora,7,T2,Inorganic,Ambient,I_AMB,0.815569014,0.887574648,0.240853521,0.168756338,1.056422535,1.056330986,1.056376761,6.47E-05,6.13E-05,25
M-8-27,Montipora,8,T2,Inorganic,Ambient,I_AMB,2.474215493,2.747878873,0.437383099,0.418635211,2.911598592,3.166514085,3.039056338,0.180252474,0.059311988,25
M-9-27,Montipora,9,T2,Inorganic,Ambient,I_AMB,2.757139437,3.160635211,0.635332394,0.7344,3.392471831,3.895035211,3.643753521,0.355365974,0.097527446,25
BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0.02055493,0.01894507,0.076783099,0.077294366,0.097338028,0.096239437,0.096788732,0.000776822,0.00802595,25
M-1-2,Montipora,1,T3,Control,Ambient,C_AMB,1.676342254,1.781330986,0.259073239,0.278746479,1.935415493,2.060077465,1.997746479,0.088149326,0.04412438,25
M-2-2,Montipora,2,T3,Control,Ambient,C_AMB,0.910049296,0.982222535,0.50243662,0.490876056,1.412485915,1.473098592,1.442792254,0.042859634,0.029706033,25
M-3-2,Montipora,3,T3,Control,Ambient,C_AMB,2.301870423,2.474202817,0.495904225,0.505550704,2.797774648,2.979753521,2.888764085,0.128678495,0.04454448,25
M-4-2,Montipora,4,T3,Control,Ambient,C_AMB,1.728192958,1.888174648,0.363785916,0.422797183,2.091978873,2.310971831,2.201475352,0.154851406,0.070339832,25
M-5-2,Montipora,5,T3,Control,Ambient,C_AMB,1.232729577,1.365704225,0.437826761,0.490267606,1.670556338,1.855971831,1.763264085,0.131108552,0.074355596,25
M-6-2,Montipora,6,T3,Control,Ambient,C_AMB,0.633294366,0.691687324,0.313888732,0.344573239,0.947183099,1.036260563,0.991721831,0.062987279,0.063513051,25
M-7-2,Montipora,7,T3,Control,Ambient,C_AMB,0.72631831,0.803038028,0.231329578,0.297849296,0.957647887,1.100887324,1.029267606,0.101285577,0.098405484,25
M-8-2,Montipora,8,T3,Control,Ambient,C_AMB,1.132492958,0.852583099,0.352267606,0.297261972,1.484760563,1.14984507,1.317302817,0.236821016,0.179777203,25
M-9-2,Montipora,9,T3,Control,Ambient,C_AMB,1.545415493,1.609887324,0.255211268,0.299112676,1.800626761,1.909,1.85481338,0.076631453,0.041314913,25
M-1-17,Montipora,1,T3,Effluent,Ambient,E_AMB,2.221673239,2.345529577,0.373685916,0.406301409,2.595359155,2.751830986,2.67359507,0.110642293,0.04138334,25
M-2-17,Montipora,2,T3,Effluent,Ambient,E_AMB,0.620698592,0.56936338,0.238364789,0.247094366,0.85906338,0.816457747,0.837760563,0.030126733,0.03596103,25
M-3-17,Montipora,3,T3,Effluent,Ambient,E_AMB,2.306725352,2.502664789,0.358035211,0.382905634,2.664760563,2.885570423,2.775165493,0.156136149,0.056261924,25
M-4-17,Montipora,4,T3,Effluent,Ambient,E_AMB,1.614897183,1.762360563,0.289947887,0.337787324,1.90484507,2.100147887,2.002496479,0.138099946,0.06896389,25
M-5-17,Montipora,5,T3,Effluent,Ambient,E_AMB,0.899526761,1.012474648,0.339156338,0.360088732,1.238683099,1.37256338,1.305623239,0.094667655,0.072507636,25
M-6-17,Montipora,6,T3,Effluent,Ambient,E_AMB,0.428416901,0.749191549,0.261561972,0.34524507,0.689978873,1.09443662,0.892207747,0.285994815,0.320547335,25
M-7-16,Montipora,7,T3,Effluent,Ambient,E_AMB,0.642425352,0.731946479,0.265546479,0.263623944,0.907971831,0.995570423,0.951771127,0.061941558,0.065080308,25
M-8-17,Montipora,8,T3,Effluent,Ambient,E_AMB,0.865822535,0.873511268,0.277909859,0.290615493,1.143732394,1.164126761,1.153929577,0.014420995,0.012497292,25
M-9-17,Montipora,9,T3,Effluent,Ambient,E_AMB,2.102916901,2.423961972,0.328090141,0.400326761,2.431007042,2.824288732,2.627647887,0.27809215,0.105833111,25
M-1-12,Montipora,1,T3,Guano,Ambient,G_AMB,3.282739437,3.625253521,0.57065493,0.613352113,3.853394366,4.238605634,4.046,0.2723855,0.06732217,25
M-2-12,Montipora,2,T3,Guano,Ambient,G_AMB,2.710904225,2.847459155,0.63108169,0.667238028,3.341985915,3.514697183,3.428341549,0.122125309,0.03562227,25
M-3-12,Montipora,3,T3,Guano,Ambient,G_AMB,2.130619718,2.353205634,0.440471831,0.487174648,2.571091549,2.840380282,2.705735915,0.190415889,0.070374898,25
M-4-12,Montipora,4,T3,Guano,Ambient,G_AMB,1.439667606,1.593235211,0.470564789,0.395285916,1.910232394,1.988521127,1.949376761,0.055358494,0.028398047,25
M-5-12,Montipora,5,T3,Guano,Ambient,G_AMB,1.699125352,1.466957746,0.376804225,0.397521127,2.075929577,1.864478873,1.970204225,0.149518227,0.07588971,25
M-6-12,Montipora,6,T3,Guano,Ambient,G_AMB,2.68084507,0.87804507,0.686070423,0.43686338,3.366915493,1.314908451,2.340911972,1.450988095,0.619838812,25
M-7-12,Montipora,7,T3,Guano,Ambient,G_AMB,1.578746479,1.57014507,0.399887324,0.966861972,1.978633803,2.537007042,2.257820423,0.394829504,0.17487197,25
M-8-12,Montipora,8,T3,Guano,Ambient,G_AMB,3.73853662,3.963350704,0.755357747,0.843008451,4.493894366,4.806359155,4.650126761,0.220945971,0.047513967,25
M-9-12,Montipora,9,T3,Guano,Ambient,G_AMB,0.875043662,1.274791549,0.225752113,0.280567606,1.100795775,1.555359155,1.328077465,0.321424849,0.242022666,25
M-1-7,Montipora,1,T3,Inorganic,Ambient,I_AMB,1.828712676,2.106922535,0.369730986,0.42906338,2.198443662,2.535985915,2.367214789,0.238678416,0.100826684,25
M-2-7,Montipora,2,T3,Inorganic,Ambient,I_AMB,2.093708451,2.257785915,0.312080282,0.468249296,2.405788732,2.726035211,2.565911972,0.226448457,0.088252621,25
M-3-7,Montipora,3,T3,Inorganic,Ambient,I_AMB,2.102285915,2.288566197,0.354798592,0.38273662,2.457084507,2.671302817,2.564193662,0.15147522,0.059073237,25
M-4-7,Montipora,4,T3,Inorganic,Ambient,I_AMB,1.145474648,1.264861972,0.276194366,0.29508169,1.421669014,1.559943662,1.490806338,0.097774941,0.065585273,25
M-5-7,Montipora,5,T3,Inorganic,Ambient,I_AMB,1.969916901,2.128559155,0.411984507,0.460060563,2.381901408,2.588619718,2.485260563,0.146171919,0.058815531,25
M-6-7,Montipora,6,T3,Inorganic,Ambient,I_AMB,0.617826761,0.652071831,0.292292958,0.330646479,0.910119718,0.98271831,0.946419014,0.051334956,0.054241256,25
M-7-7,Montipora,7,T3,Inorganic,Heated,I_HEAT,0.573098592,0.581521127,0.359514085,0.273528169,0.932612676,0.855049296,0.893830986,0.054845592,0.061360137,25
M-8-7,Montipora,8,T3,Inorganic,Ambient,I_AMB,1.400167606,2.033242254,0.316487324,0.369152113,1.71665493,2.402394366,2.059524648,0.484891006,0.235438312,25
M-9-7,Montipora,9,T3,Inorganic,Ambient,I_AMB,1.286564789,1.467601408,0.931956338,0.30264507,2.218521127,1.770246479,1.994383803,0.316978043,0.158935328,25
M-1-22,Montipora,1,T3,Control,Heated,C_HEAT,1.481021127,1.601387324,0.275661972,0.320746479,1.756683099,1.922133803,1.839408451,0.116991315,0.063602684,25
M-2-22,Montipora,2,T3,Control,Heated,C_HEAT,0.337749296,0.359398592,0.176750704,0.139580282,0.5145,0.498978873,0.506739437,0.010975094,0.021658259,25
M-3-22,Montipora,3,T3,Control,Heated,C_HEAT,0.923777465,0.968325352,0.259504225,0.199914085,1.18328169,1.168239437,1.175760563,0.010636479,0.009046467,25
M-4-5,Montipora,4,T3,Control,Heated,C_HEAT,0.987450704,1.077770423,0.269577465,0.301483099,1.257028169,1.379253521,1.318140845,0.086426375,0.065566874,25
M-5-22,Montipora,5,T3,Control,Heated,C_HEAT,0.306092958,0.307702817,0.164083099,0.163571831,0.470176056,0.471274648,0.470725352,0.000776822,0.001650265,25
M-7-22,Montipora,7,T3,Control,Heated,C_HEAT,0.165494366,0.153516901,0.231456338,0.197391549,0.396950704,0.350908451,0.373929578,0.03255679,0.087066634,25
M-8-22,Montipora,8,T3,Control,Heated,C_HEAT,1.508028169,1.642973239,0.282232394,0.3189,1.790260563,1.961873239,1.876066901,0.121348487,0.064682388,25
M-9-22,Montipora,9,T3,Control,Heated,C_HEAT,1.814030986,1.947185915,0.450130986,0.494940845,2.264161972,2.442126761,2.353144366,0.125840109,0.053477428,25
M-1-25,Montipora,1,T3,Effluent,Heated,E_HEAT,1.745811268,1.784177465,0.361977465,0.361153521,2.107788732,2.145330986,2.126559859,0.026546382,0.012483252,25
M-2-25,Montipora,2,T3,Effluent,Heated,E_HEAT,0.425042254,0.450169014,0.133880282,0.152408451,0.558922535,0.602577465,0.58075,0.030868697,0.053153158,25
M-3-25,Montipora,3,T3,Effluent,Heated,E_HEAT,1.716125352,1.867890141,0.33353662,0.334567606,2.049661972,2.202457746,2.126059859,0.108042928,0.050818385,25
BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0.028423944,0.020735211,0.081857746,0.069152113,0.11028169,0.089887324,0.100084507,0.014420995,0.144088182,25
M-4-25,Montipora,4,T3,Effluent,Heated,E_HEAT,1.050853521,1.277547887,0.291097183,0.366790141,1.341950704,1.644338028,1.493144366,0.213820127,0.143201242,25
M-5-25,Montipora,5,T3,Effluent,Heated,E_HEAT,0.937261972,1.048509859,0.365040845,0.3903,1.302302817,1.438809859,1.370556338,0.096525055,0.070427645,25
M-6-25,Montipora,6,T3,Effluent,Heated,E_HEAT,0.352856338,0.374235211,0.213608451,0.187884507,0.566464789,0.562119718,0.564292254,0.003072429,0.005444747,25
M-7-25,Montipora,7,T3,Effluent,Heated,E_HEAT,0.053202817,0.033433803,0.047480282,0.072692958,0.100683099,0.106126761,0.10340493,0.00384925,0.037225017,25
M-8-25,Montipora,8,T3,Effluent,Heated,E_HEAT,1.860188732,1.781305634,0.390029578,0.41508169,2.25021831,2.196387324,2.223302817,0.038064255,0.01712059,25
M-9-25,Montipora,9,T3,Effluent,Heated,E_HEAT,2.306712676,2.498608451,0.426202817,0.554602817,2.732915493,3.053211268,2.89306338,0.226483314,0.078284947,25
M-1-24,Montipora,1,T3,Guano,Heated,G_HEAT,0.11105493,0.097287324,0.101057747,0.075135211,0.212112676,0.172422535,0.192267606,0.028065168,0.1459693,25
M-2-24,Montipora,2,T3,Guano,Heated,G_HEAT,0.598984507,0.951505634,0.143015493,0.235550704,0.742,1.187056338,0.964528169,0.314702355,0.32627596,25
M-3-15,Montipora,3,T3,Guano,Heated,G_HEAT,1.63626338,1.739011268,0.332391549,0.379284507,1.96865493,2.118295775,2.043475352,0.105812056,0.051780442,25
M-4-24,Montipora,4,T3,Guano,Heated,G_HEAT,1.84424507,2.019011268,0.523846479,0.430474648,2.368091549,2.449485915,2.408788732,0.057554508,0.023893548,25
M-5-24,Montipora,5,T3,Guano,Heated,G_HEAT,0.696001409,0.797319718,0.229597183,0.269370423,0.925598592,1.066690141,0.996144366,0.099766791,0.100152944,25
M-8-24,Montipora,8,T3,Guano,Heated,G_HEAT,2.546260563,2.685957746,0.634140845,0.604922535,3.180401408,3.290880282,3.235640845,0.07812036,0.024143706,25
M-9-24,Montipora,9,T3,Guano,Heated,G_HEAT,1.938916901,2.106677465,0.236273239,0.304174648,2.175190141,2.410852113,2.293021127,0.166638178,0.07267189,25
M-1-23,Montipora,1,T3,Inorganic,Heated,I_HEAT,1.002570423,1.072412676,0.238267606,0.257742254,1.240838028,1.33015493,1.285496479,0.063156587,0.049130113,25
M-2-23,Montipora,2,T3,Inorganic,Heated,I_HEAT,0.101756338,0.108801409,0.08886338,0.19644507,0.190619718,0.305246479,0.247933099,0.08105336,0.326916254,25
M-3-23,Montipora,3,T3,Inorganic,Heated,I_HEAT,1.342921127,1.474221127,0.37253662,0.292969014,1.715457746,1.767190141,1.741323944,0.036580327,0.021007192,25
M-4-23,Montipora,4,T3,Inorganic,Heated,I_HEAT,1.125177465,1.236219718,0.256132394,0.425357747,1.381309859,1.661577465,1.521443662,0.198179125,0.130257288,25
M-5-23,Montipora,5,T3,Inorganic,Heated,I_HEAT,0.372883099,0.413039437,0.245116901,0.236150704,0.618,0.649190141,0.63359507,0.02205476,0.03480892,25
M-6-23,Montipora,6,T3,Inorganic,Heated,I_HEAT,0.077969014,0.189590141,0.081270423,0.0231,0.159239437,0.212690141,0.185964789,0.037795355,0.20323931,25
M-7-23,Montipora,7,T3,Inorganic,Heated,I_HEAT,NA,NA,NA,NA,NA,NA,NA,NA,NA,25
M-8-23,Montipora,8,T3,Inorganic,Heated,I_HEAT,0.248859155,0.27103662,0.151964789,0.160069014,0.400823944,0.431105634,0.415964789,0.021412388,0.051476445,25
M-9-23,Montipora,9,T3,Inorganic,Heated,I_HEAT,0.705042254,0.654067606,0.185070423,0.178538028,0.890112676,0.832605634,0.861359155,0.04066362,0.047208669,25
P-1-21,Porites,1,T0,Control,Ambient,C_AMB,3.429198592,3.771171831,0.728632394,0.794222535,4.157830986,4.565394366,4.361612676,0.28819083,0.066074375,25
P-2-21,Porites,2,T0,Control,Ambient,C_AMB,2.596178873,2.677288732,0.550123944,0.092661972,3.146302817,2.769950704,2.958126761,0.266121131,0.089962721,25
P-3-21,Porites,3,T0,Control,Ambient,C_AMB,3.777250704,4.217888732,0.807439437,0.754597183,4.584690141,4.972485915,4.778588028,0.274213022,0.057383692,25
P-4-21,Porites,4,T0,Control,Ambient,C_AMB,4.708471831,5.193439437,0.954760563,1.054461972,5.663232394,6.247901408,5.955566901,0.413423425,0.06941798,25
P-5-21,Porites,5,T0,Control,Ambient,C_AMB,3.765801408,4.647464789,0.818649296,1.034725352,4.584450704,5.682190141,5.133320423,0.776219,0.151211874,25
P-6-21,Porites,6,T0,Control,Ambient,C_AMB,5.821040845,5.974312676,1.20353662,1.276039437,7.024577465,7.250352113,7.137464789,0.159646785,0.022367436,25
P-7-21,Porites,7,T0,Control,Ambient,C_AMB,2.741929577,2.844059155,0.670457747,0.675891549,3.412387324,3.519950704,3.466169014,0.076058796,0.021943187,25
P-8-21,Porites,8,T0,Control,Ambient,C_AMB,1.088383099,1.145076056,0.460947887,0.495959155,1.549330986,1.641035211,1.595183099,0.06484468,0.040650305,25
P-9-21,Porites,9,T0,Control,Ambient,C_AMB,3.274188732,3.610714085,0.864959155,0.890623944,4.139147887,4.501338028,4.320242958,0.256107105,0.059280718,25
P-1-3,Porites,1,T1,Control,Ambient,C_AMB,2.913798592,3.020409859,0.767349296,0.718343662,3.681147887,3.738753521,3.709950704,0.040733334,0.010979481,25
P-2-3,Porites,2,T1,Control,Ambient,C_AMB,3.289514085,3.499130986,0.689683099,0.744291549,3.979197183,4.243422535,4.111309859,0.186835538,0.045444285,25
P-3-3,Porites,3,T1,Control,Ambient,C_AMB,2.005488732,2.141773239,0.529440845,0.577043662,2.534929577,2.718816901,2.626873239,0.130027974,0.049499143,25
P-4-3,Porites,4,T1,Control,Ambient,C_AMB,3.311988732,4.089577465,1.02336338,1.113443662,4.335352113,5.203021127,4.76918662,0.613534644,0.128645552,25
P-5-3,Porites,5,T1,Control,Ambient,C_AMB,3.658146479,3.891988732,0.708938028,0.820229578,4.367084507,4.71221831,4.539651408,0.244046452,0.053758853,25
P-6-3,Porites,6,T1,Control,Ambient,C_AMB,2.116916901,2.292469014,0.547069014,0.555692958,2.663985915,2.848161972,2.756073944,0.130232138,0.047252774,25
P-7-3,Porites,7,T1,Control,Ambient,C_AMB,3.02306338,3.130911268,0.876549296,0.910461972,3.899612676,4.041373239,3.970492958,0.100239856,0.025246199,25
P-8-3,Porites,8,T1,Control,Ambient,C_AMB,1.219167606,1.336507042,0.267938028,0.238246479,1.487105634,1.574753521,1.530929577,0.061976415,0.040482865,25
