"","ID","Timepoint","Aquaria","Tank","Species","Treatment","Temperature","Nutrient","Concentration","Concentration_log10","Normalized","Sample"
"144",38,"T1","M-Dosing","Dosing","Montipora","Guano","Ambient","TP",7.67,0.884795363948981,0.611666666666667,"Guano_T1"
"145",38,"T1","M-Dosing","Dosing","Montipora","Guano","Ambient","PO4",7.63,0.882524537954881,0.622389306599833,"Guano_T1"
"146",38,"T1","M-Dosing","Dosing","Montipora","Guano","Ambient","SiO4",6.62,0.8208579894397,0.252068394925538,"Guano_T1"
"147",38,"T1","M-Dosing","Dosing","Montipora","Guano","Ambient","N+N",1.18,0.0718820073061254,0.0567879325643301,"Guano_T1"
"148",38,"T1","M-Dosing","Dosing","Montipora","Guano","Ambient","NH4",49.23,1.69222983577276,0.82699846599625,"Guano_T1"
"149",38,"T1","M-Dosing","Dosing","Montipora","Guano","Ambient","TIN",50.41,1.70251669743815,0.824688447288649,"Guano_T1"
"150",38,"T1","M-Dosing","Dosing","Montipora","Guano","Ambient","N_to_P",7.52803129074316,7.52803129074316,0.0759076827239906,"Guano_T1"
"151",38,"T1","M-Dosing","Dosing","Montipora","Guano","Ambient","DON",7.33000000000001,0.865103974641128,0.341903719912473,"Guano_T1"
"152",38,"T1","M-Dosing","Dosing","Montipora","Guano","Ambient","DOP",0.04,-1.39794000867204,0.00917431192660571,"Guano_T1"
"153",38,"T1","M-Dosing","Dosing","Montipora","Guano","Ambient","DOC",114.7,2.05956341790127,0.424447377103266,"Guano_T1"
"154",43,"T2","P-Dosing","Dosing","Porites","Guano","Ambient","TN",59.52,1.77466292253782,0.873747841105354,"Guano_T2"
"155",43,"T2","P-Dosing","Dosing","Porites","Guano","Ambient","TP",9.2,0.963787827345555,0.739166666666667,"Guano_T2"
"156",43,"T2","P-Dosing","Dosing","Porites","Guano","Ambient","PO4",9.16,0.96189547366785,0.750208855472013,"Guano_T2"
"157",43,"T2","P-Dosing","Dosing","Porites","Guano","Ambient","SiO4",8.09,0.907948521612272,0.333149476006619,"Guano_T2"
"158",43,"T2","P-Dosing","Dosing","Porites","Guano","Ambient","N+N",1.86,0.269512944217916,0.117125110913931,"Guano_T2"
"159",43,"T2","P-Dosing","Dosing","Porites","Guano","Ambient","NH4",52.93,1.72370189399127,0.890063064598602,"Guano_T2"
"160",43,"T2","P-Dosing","Dosing","Porites","Guano","Ambient","TIN",54.79,1.73870130043471,0.898450656786797,"Guano_T2"
"161",43,"T2","P-Dosing","Dosing","Porites","Guano","Ambient","N_to_P",6.46956521739131,6.46956521739131,0.0480414344371838,"Guano_T2"
"162",43,"T2","P-Dosing","Dosing","Porites","Guano","Ambient","DON",4.73,0.674861140737812,0.199671772428884,"Guano_T2"
"163",43,"T2","P-Dosing","Dosing","Porites","Guano","Ambient","DOP",0.0399999999999991,-1.39794000867205,0.00917431192660489,"Guano_T2"
"164",43,"T2","P-Dosing","Dosing","Porites","Guano","Ambient","DOC",117.28,2.06922395729705,0.467007588254701,"Guano_T2"
"165",44,"T2","M-Dosing","Dosing","Montipora","Guano","Ambient","TN",59.34,1.77334754198082,0.870639032815199,"Guano_T2"
"166",44,"T2","M-Dosing","Dosing","Montipora","Guano","Ambient","TP",7.56,0.878521795501206,0.6025,"Guano_T2"
"167",44,"T2","M-Dosing","Dosing","Montipora","Guano","Ambient","PO4",7.27,0.861534410859038,0.592314118629908,"Guano_T2"
"168",44,"T2","M-Dosing","Dosing","Montipora","Guano","Ambient","SiO4",2.05,0.311753861055754,0,"Guano_T2"
"169",44,"T2","M-Dosing","Dosing","Montipora","Guano","Ambient","N+N",1.93,0.285557309007774,0.123336291038154,"Guano_T2"
"170",44,"T2","M-Dosing","Dosing","Montipora","Guano","Ambient","NH4",38.05,1.58035466110659,0.636441111300494,"Guano_T2"
"171",44,"T2","M-Dosing","Dosing","Montipora","Guano","Ambient","TIN",39.98,1.6018427897821,0.649040080835298,"Guano_T2"
"172",44,"T2","M-Dosing","Dosing","Montipora","Guano","Ambient","N_to_P",7.84920634920635,7.84920634920635,0.0843632621213757,"Guano_T2"
"173",44,"T2","M-Dosing","Dosing","Montipora","Guano","Ambient","DON",19.36,1.28690535297238,1,"Guano_T2"
"174",44,"T2","M-Dosing","Dosing","Montipora","Guano","Ambient","DOP",0.29,-0.537602002101044,0.238532110091743,"Guano_T2"
"175",44,"T2","M-Dosing","Dosing","Montipora","Guano","Ambient","DOC",149.59,2.17490256217833,1,"Guano_T2"
"176",47,"T3","M-Dosing","Dosing","Montipora","Guano","Ambient","TN",62.81,1.79802879340407,0.930569948186529,"Guano_T3"
"177",47,"T3","M-Dosing","Dosing","Montipora","Guano","Ambient","TP",6.04,0.781036938621132,0.475833333333333,"Guano_T3"
"178",47,"T3","M-Dosing","Dosing","Montipora","Guano","Ambient","PO4",5.96,0.775246259740236,0.482873851294904,"Guano_T3"
"179",47,"T3","M-Dosing","Dosing","Montipora","Guano","Ambient","SiO4",5.21,0.716837723299524,0.174296745725317,"Guano_T3"
"180",47,"T3","M-Dosing","Dosing","Montipora","Guano","Ambient","N+N",1.66,0.220108088040055,0.0993788819875776,"Guano_T3"
"181",47,"T3","M-Dosing","Dosing","Montipora","Guano","Ambient","NH4",59.16,1.77202816532485,0.996250213056076,"Guano_T3"
"182",47,"T3","M-Dosing","Dosing","Montipora","Guano","Ambient","TIN",60.82,1.78404641580811,1,"Guano_T3"
"183",47,"T3","M-Dosing","Dosing","Montipora","Guano","Ambient","N_to_P",10.3990066225166,10.3990066225166,0.151491882760888,"Guano_T3"
"184",47,"T3","M-Dosing","Dosing","Montipora","Guano","Ambient","DON",1.99000000000001,0.298853076409709,0.0497811816192566,"Guano_T3"
"185",47,"T3","M-Dosing","Dosing","Montipora","Guano","Ambient","DOP",0.0800000000000001,-1.09691001300806,0.0458715596330277,"Guano_T3"
"186",47,"T3","M-Dosing","Dosing","Montipora","Guano","Ambient","DOC",140.71,2.14832496303882,0.853513691850874,"Guano_T3"
"187",48,"T3","P-Dosing","Dosing","Porites","Guano","Ambient","TN",62.81,1.79802879340407,0.930569948186529,"Guano_T3"
"188",48,"T3","P-Dosing","Dosing","Porites","Guano","Ambient","TP",6.04,0.781036938621132,0.475833333333333,"Guano_T3"
"189",48,"T3","P-Dosing","Dosing","Porites","Guano","Ambient","PO4",5.96,0.775246259740236,0.482873851294904,"Guano_T3"
"190",48,"T3","P-Dosing","Dosing","Porites","Guano","Ambient","SiO4",5.21,0.716837723299524,0.174296745725317,"Guano_T3"
"191",48,"T3","P-Dosing","Dosing","Porites","Guano","Ambient","N+N",1.66,0.220108088040055,0.0993788819875776,"Guano_T3"
"192",48,"T3","P-Dosing","Dosing","Porites","Guano","Ambient","NH4",59.16,1.77202816532485,0.996250213056076,"Guano_T3"
"193",48,"T3","P-Dosing","Dosing","Porites","Guano","Ambient","TIN",60.82,1.78404641580811,1,"Guano_T3"
"194",48,"T3","P-Dosing","Dosing","Porites","Guano","Ambient","N_to_P",10.3990066225166,10.3990066225166,0.151491882760888,"Guano_T3"
"195",48,"T3","P-Dosing","Dosing","Porites","Guano","Ambient","DON",1.99000000000001,0.298853076409709,0.0497811816192566,"Guano_T3"
"196",48,"T3","P-Dosing","Dosing","Porites","Guano","Ambient","DOP",0.0800000000000001,-1.09691001300806,0.0458715596330277,"Guano_T3"
"197",48,"T3","P-Dosing","Dosing","Porites","Guano","Ambient","DOC",140.71,2.14832496303882,0.853513691850874,"Guano_T3"
"198",53,"T1","P-Dosing","Dosing","Porites","Inorganic","Ambient","TN",31.79,1.50229052791477,0.394818652849741,"Inorganic_T1"
"199",53,"T1","P-Dosing","Dosing","Porites","Inorganic","Ambient","TP",0.78,-0.10790539730952,0.0375,"Inorganic_T1"
"200",53,"T1","P-Dosing","Dosing","Porites","Inorganic","Ambient","PO4",0.69,-0.161150909262745,0.0426065162907268,"Inorganic_T1"
"201",53,"T1","P-Dosing","Dosing","Porites","Inorganic","Ambient","SiO4",7.31,0.86391737695786,0.290126861555433,"Inorganic_T1"
